variant,rebalance,lookback_month,eligible,status,longs,shorts,long_formation,short_formation,long_hold,short_hold,spread_hold,min_adv,median_adv
all_listed_momentum,2020-12-01,2020-11,70,traded,"XRP,XLM,SUSHI","FIL,AVAX,XMR",1.6645093362990533,0.008966484775077443,-0.07468753774855615,-0.04747540339666897,-0.027212134351887178,21082795.316536665,73766434.76863833
all_listed_momentum,2021-01-01,2020-12,77,traded,"THETA,ZIL,EGLD","XRP,OMG,XLM",1.7967182798326233,-0.4716028194060897,0.47673521346416087,1.0315606798839407,-0.5548254664197798,18117997.051913332,56937060.88597133
all_listed_momentum,2021-02-01,2021-01,80,traded,"ALPHA,DOGE,FTM","ZIL,XMR,FIL",7.848887198266276,-0.12098758838340251,0.7411496619557182,0.5853737545901784,0.1557759073655398,40123246.374823965,50491494.994518995
all_listed_momentum,2021-03-01,2021-02,85,traded,"MATIC,BNB,ADA","ALPHA,CRV,1INCH",3.876958703246839,-0.3039665621401673,0.2980900865513143,0.4359421466927831,-0.13785206014146878,89328034.22689867,155810416.2862242
all_listed_momentum,2021-04-01,2021-03,92,traded,"CHZ,ANKR,FIL","UNFI,ADA,SNX",6.071327275112059,-0.11027996336024033,0.039772503566655626,0.010603137001001165,0.029169366565654463,18643241.234619997,363585962.5456092
all_listed_momentum,2021-05-01,2021-04,106,traded,"DOGE,XRP,ETC","AKRO,MTL,STORJ",2.883500095029126,-0.306880291736979,0.17933769606100883,-0.4897475237590516,0.6690852198200604,48265612.10843667,305505607.2923112
all_listed_momentum,2021-06-01,2021-05,111,traded,"MATIC,ETC,RLC","DENT,BZRX,LIT",0.9305983168381863,-0.6297759122080161,-0.3156770362310248,-0.3370440960467767,0.021367059815751932,30251818.538140003,225230805.24214992
all_listed_momentum,2021-07-01,2021-06,114,traded,"WAVES,KAVA,AXS","ICP,BAKE,ALICE",0.16659042143490566,-0.5232647970098451,2.249025249712876,0.7877298378066943,1.4612954119061818,41165992.602066666,71619715.4499545
all_listed_momentum,2021-08-01,2021-07,117,traded,"AXS,ALICE,SAND","1000SHIB,DOGE,ICP",3.52703951870996,-0.21087961876127748,0.5064836077163898,0.31243136697934665,0.19405224073704314,120778122.22072627,459899395.78305197
all_listed_momentum,2021-09-01,2021-08,118,traded,"SOL,LUNA,AVAX","BTCDOM,BTCST,IOTA",1.9355684080900097,-0.04280604710197119,0.4068431757163235,0.09024766155598359,0.31659551416033993,0.0,312839685.950321
all_listed_momentum,2021-10-01,2021-09,124,traded,"CELR,COTI,OMG","TLM,SFP,LINA",1.2707572319400253,-0.4392862147534207,-0.003175515415807998,0.6097755128345596,-0.6129510282503675,35798316.650076665,217568918.657165
all_listed_momentum,2021-11-01,2021-10,129,traded,"1000SHIB,MANA,FTM","DYDX,1000XEC,CELR",4.283999301691918,-0.2426497538858702,0.02215948247111495,-0.14595670235219751,0.16811618482331248,43520076.888443,673108159.1865702
all_listed_momentum,2021-12-01,2021-11,133,traded,"GALA,LRC,SAND","OMG,DENT,BZRX",4.06826180786625,-0.31528848986005936,-0.22130518023155354,-0.26985263080814864,0.0485474505765951,57494230.05449,962128263.0985041
all_listed_momentum,2022-01-01,2021-12,134,traded,"NEAR,LUNA,MATIC","TLM,ZEN,QTUM",0.5043889042132645,-0.48015088490732155,-0.3263483349463196,-0.3697661669186707,0.043417831972351106,49771445.79468333,448005713.248465
all_listed_momentum,2022-02-01,2022-01,136,traded,"KNC,BTCDOM,SNX","GALA,SUSHI,LIT",0.22269442902128045,-0.5507859530702031,-0.10517330746441833,0.3165343982206945,-0.42170770568511284,13970219.543243332,74412968.87106666
all_listed_momentum,2022-03-01,2022-02,90,traded,"GALA,BLZ,ARPA","DUSK,ANT,COTI",0.28708693743193714,-0.3082269216013103,0.061040175980743884,0.16512394798128163,-0.10408377200053776,44050207.514214665,67008051.930107504
all_listed_momentum,2022-04-01,2022-03,91,traded,"RUNE,BAKE,CELR","API3,ATOM,KLAY",1.4168014607831643,-0.14988084359278508,-0.5652964138548546,-0.3812764033067304,-0.18402001054812422,18737922.66942867,68708303.65843816
all_listed_momentum,2022-05-01,2022-04,140,traded,"APE,KNC,GMT","WAVES,BAKE,ZIL",0.4897377568356476,-0.6742781735763458,-0.6243262514355769,-0.28657256402045594,-0.3377536874151209,106500481.49646002,1037626076.9995301
all_listed_momentum,2022-06-01,2022-05,141,traded,"BEL,TRX,BTCDOM","GMT,APE,DAR",0.29989582472519155,-0.6349948573650526,-0.07396544465012782,-0.3288980438341327,0.25493259918400485,12917440.633606669,471445006.11831546
all_listed_momentum,2022-07-01,2022-06,142,traded,"UNFI,LIT,STORJ","ONE,CRV,BCH",0.36312627252899093,-0.5343685680632869,0.24888933859154394,0.5031083551893611,-0.2542190165978172,49610004.92049667,157322859.19529548
all_listed_momentum,2022-08-01,2022-07,143,traded,"OP,TRB,ETC","OGN,BTCDOM,RSR",1.6021164010835502,-0.1405719115309398,-0.22607732826547267,-0.10372671212912705,-0.12235061613634561,11729461.200686665,131311518.25540504
all_listed_momentum,2022-09-01,2022-08,143,traded,"CHZ,ANKR,BAL","FLM,HNT,FIL",0.36944811331705235,-0.42697467026907177,-0.1008529839889506,-0.0012581635419528132,-0.09959482044699779,34539757.15528,110221074.79733282
all_listed_momentum,2022-10-01,2022-09,144,traded,"XRP,REEF,RSR","KNC,BAL,JASMY",0.3941974376181565,-0.2651209298976049,-0.0852425857940486,-0.0590341879132229,-0.0262083978808257,31341946.091506563,112416313.53649935
all_listed_momentum,2022-11-01,2022-10,150,traded,"DOGE,MASK,LIT","AXS,HNT,RSR",0.8607115166922349,-0.25112079951583244,0.13377013825074524,-0.31217800673144214,0.4459481449821874,77076766.64946668,166249989.36596668
all_listed_momentum,2022-12-01,2022-11,152,traded,"MASK,BAND,LTC","FTT,SRM,SOL",0.6065504990119068,-0.7100985992158874,-0.28737496313036254,-0.0987314363717668,-0.18864352675859575,54827745.956559986,540437039.115586
all_listed_momentum,2023-01-01,2022-12,152,traded,"OCEAN,ANT,RLC","BNX,MASK,WAVES",0.14226815424573136,-0.4705570002954979,0.6601742320723148,0.7293396926509085,-0.06916546057859363,34610369.911129996,136343593.5547415
all_listed_momentum,2023-02-01,2023-01,152,traded,"APT,GALA,DYDX","TLM,SRM,SC",2.67680708630717,0.0,-0.21853285102353207,0.0,-0.21853285102353207,0.0,143718621.291885
all_listed_momentum,2023-03-01,2023-02,155,traded,"GRT,STG,FET","GMT,APT,GALA",0.6646886463753977,-0.2989116062839718,-0.16432014315761626,0.026611448542435318,-0.19093159170005158,143548019.8022133,228607467.131435
all_listed_momentum,2023-04-01,2023-03,169,traded,"CFX,SXP,MASK","HNT,BNX,COCOS",0.9694797461027015,-0.405873014339955,-0.2276088703831177,0.0822409139039267,-0.3098497842870444,15338145.74853333,154254156.55945665
all_listed_momentum,2023-05-01,2023-04,178,traded,"RNDR,INJ,CTSI","OMG,SSV,MASK",0.6642977215778697,-0.3133436556056631,-0.07470916123630263,-0.1412790791515298,0.06656991791522716,40036432.75427666,231883241.72572565
all_listed_momentum,2023-06-01,2023-05,183,traded,"LINA,TOMO,ARPA","OP,AMB,LUNA2",0.7957016499013595,-0.3453614905603222,-0.29104733678401146,-0.12179253308923428,-0.1692548036947772,10843785.116163332,256802529.91217384
all_listed_momentum,2023-07-01,2023-06,190,traded,"BCH,1000XEC,COMP","BNX,EDU,LINA",0.9613400562588564,-0.4441633566771663,-0.07701944298616144,-0.0814404375140881,0.004420994527926658,17821571.153335325,104594776.04489833
