ts,month,close,return_1m,return_3m,return_12m,forecast_1m,forecast_3m,forecast_12m,forecast_composite,sigma_ann,target_tsmom_1m,target_tsmom_3m,target_tsmom_12m,target_composite_1_3_12m,common_valid,applied_next_month_in_sample
1987-09-30 00:00:00+00:00,1987-09,458.8,0.00021800741225197484,0.014595311808934142,0.06747324336900884,1.0,1.0,1.0,1.0,0.16758899688395096,0.5966978850601166,0.5966978850601166,0.5966978850601166,0.5966978850601166,True,True
1987-10-30 00:00:00+00:00,1987-10,471.2,0.027027027027026973,-0.008208798147758434,0.1620221948212084,1.0,-1.0,1.0,0.3333333333333333,0.1799589051389423,0.5556824205103504,-0.5556824205103504,0.5556824205103504,0.18522747350345015,True,True
1987-11-30 00:00:00+00:00,1987-11,497.2,0.055178268251273366,0.0839328537170263,0.2593718338399189,1.0,1.0,1.0,1.0,0.17414290877400695,0.5742410110409634,0.5742410110409634,0.5742410110409634,0.5742410110409634,True,True
1987-12-31 00:00:00+00:00,1987-12,488.9,-0.01669348350764277,0.06560592850915414,0.2015237159007126,-1.0,1.0,1.0,0.3333333333333333,0.16461970764486436,-0.6074606827496678,0.6074606827496678,0.6074606827496678,0.20248689424988925,True,True
1988-01-29 00:00:00+00:00,1988-01,458.5,-0.06218040499079558,-0.026952461799660377,0.12130105160185867,-1.0,-1.0,1.0,-0.3333333333333333,0.16258395646907883,-0.6150668379079494,-0.6150668379079494,0.6150668379079494,-0.20502227930264977,True,True
1988-02-29 00:00:00+00:00,1988-02,431.9,-0.058015267175572593,-0.13133547868061146,0.06013745704467355,-1.0,-1.0,1.0,-0.3333333333333333,0.17201170128034393,-0.5813557987954577,-0.5813557987954577,0.5813557987954577,-0.19378526626515255,True,True
1988-03-31 00:00:00+00:00,1988-03,457.9,0.06019912016670537,-0.06340764982614033,0.08327418973267098,1.0,-1.0,1.0,0.3333333333333333,0.15661502617557155,0.6385083375582118,-0.6385083375582118,0.6385083375582118,0.2128361125194039,True,True
1988-04-29 00:00:00+00:00,1988-04,452.6,-0.011574579602533164,-0.0128680479825517,-0.008543263964950643,-1.0,-1.0,-1.0,-1.0,0.14386767522540359,-0.6950831716945851,-0.6950831716945851,-0.6950831716945851,-0.6950831716945851,True,True
1988-05-31 00:00:00+00:00,1988-05,459.8,0.01590808661069376,0.06459828664042622,0.008333333333333304,1.0,1.0,1.0,1.0,0.13161224743379402,0.7598077074878903,0.7598077074878903,0.7598077074878903,0.7598077074878903,True,True
1988-06-30 00:00:00+00:00,1988-06,437.7,-0.04806437581557199,-0.04411443546625904,-0.03206545776205216,-1.0,-1.0,-1.0,-1.0,0.13108248001460535,-0.7628784562884217,-0.7628784562884217,-0.7628784562884217,-0.7628784562884217,True,True
1988-07-29 00:00:00+00:00,1988-07,447.3,0.02193283070596297,-0.01171011931064958,-0.058513997053252,1.0,-1.0,-1.0,-0.3333333333333333,0.1562910604828598,0.6398318604471102,-0.6398318604471102,-0.6398318604471102,-0.21327728681570338,True,True
1988-08-31 00:00:00+00:00,1988-08,439.9,-0.01654370668455185,-0.043279686820356766,-0.04098539350337915,-1.0,-1.0,-1.0,-1.0,0.13581268359957496,-0.7363082544987939,-0.7363082544987939,-0.7363082544987939,-0.7363082544987939,True,True
1988-09-30 00:00:00+00:00,1988-09,399.2,-0.09252102750625135,-0.08795978981037245,-0.12990409764603317,-1.0,-1.0,-1.0,-1.0,0.13433540369069846,-0.7444054006064235,-0.7444054006064235,-0.7444054006064235,-0.7444054006064235,True,True
1988-10-31 00:00:00+00:00,1988-10,415.1,0.039829659318637356,-0.07198748043818459,-0.11905772495755507,1.0,-1.0,-1.0,-0.3333333333333333,0.12680048685832926,0.7886405050772974,-0.7886405050772974,-0.7886405050772974,-0.2628801683590991,True,True
1988-11-30 00:00:00+00:00,1988-11,429.6,0.034931341845338526,-0.023414412366446813,-0.13596138374899436,1.0,-1.0,-1.0,-0.3333333333333333,0.12612433376164664,0.7928684102227478,-0.7928684102227478,-0.7928684102227478,-0.26428947007424924,True,True
1988-12-30 00:00:00+00:00,1988-12,412.3,-0.04027001862197399,0.03281563126252518,-0.15667825731233376,-1.0,1.0,-1.0,-0.3333333333333333,0.12815169433427795,-0.7803252272198172,0.7803252272198172,-0.7803252272198172,-0.2601084090732724,True,True
1989-01-31 00:00:00+00:00,1989-01,395.8,-0.04001940334707732,-0.04649482052517473,-0.13675027262813522,-1.0,-1.0,-1.0,-1.0,0.11512074712099184,-0.8686531533269156,-0.8686531533269156,-0.8686531533269156,-0.8686531533269156,True,True
1989-02-28 00:00:00+00:00,1989-02,390.4,-0.013643254168772212,-0.09124767225325892,-0.09608705718916422,-1.0,-1.0,-1.0,-1.0,0.11382013631329772,-0.8785791621681348,-0.8785791621681348,-0.8785791621681348,-0.8785791621681348,True,True
1989-03-31 00:00:00+00:00,1989-03,390.0,-0.0010245901639344135,-0.05408682997817127,-0.14828565188905873,-1.0,-1.0,-1.0,-1.0,0.12215269092111165,-0.8186475405980352,-0.8186475405980352,-0.8186475405980352,-0.8186475405980352,True,True
1989-04-28 00:00:00+00:00,1989-04,380.5,-0.024358974358974383,-0.03865588681152099,-0.15930181175430846,-1.0,-1.0,-1.0,-1.0,0.11282420313568381,-0.886334644701534,-0.886334644701534,-0.886334644701534,-0.886334644701534,True,True
1989-05-31 00:00:00+00:00,1989-05,366.5,-0.036793692509855425,-0.0612192622950819,-0.20291431056981302,-1.0,-1.0,-1.0,-1.0,0.10966777082082955,-0.9118449226379888,-0.9118449226379888,-0.9118449226379888,-0.9118449226379888,True,True
1989-06-30 00:00:00+00:00,1989-06,377.3,0.029467939972714907,-0.03256410256410258,-0.13799405985835045,1.0,-1.0,-1.0,-0.3333333333333333,0.15353622059900152,0.65131211130418,-0.65131211130418,-0.65131211130418,-0.2171040371013933,True,True
1989-07-31 00:00:00+00:00,1989-07,378.7,0.0037105751391464104,-0.004730617608409982,-0.15336463223787167,1.0,-1.0,-1.0,-0.3333333333333333,0.16600997495635172,0.6023734418747583,-0.6023734418747583,-0.6023734418747583,-0.20079114729158606,True,True
1989-08-31 00:00:00+00:00,1989-08,365.4,-0.03512014787430684,-0.0030013642564802323,-0.16935667197090254,-1.0,-1.0,-1.0,-1.0,0.14916430833910402,-0.6704016605142841,-0.6704016605142841,-0.6704016605142841,-0.6704016605142841,True,True
1989-09-29 00:00:00+00:00,1989-09,372.0,0.01806239737274229,-0.014047177312483505,-0.06813627254509014,1.0,-1.0,-1.0,-0.3333333333333333,0.13325940730640834,0.7504160645864668,-0.7504160645864668,-0.7504160645864668,-0.2501386881954889,True,True
1989-10-31 00:00:00+00:00,1989-10,377.6,0.01505376344086029,-0.0029046738843411246,-0.09033967718622016,1.0,-1.0,-1.0,-0.3333333333333333,0.12230100494365718,0.8176547694442002,-0.8176547694442002,-0.8176547694442002,-0.2725515898147334,True,True
1989-11-30 00:00:00+00:00,1989-11,417.5,0.10566737288135597,0.1425834701696771,-0.028165735567970307,1.0,1.0,-1.0,0.3333333333333333,0.1358478733775858,0.7361175225912626,0.7361175225912626,-0.7361175225912626,0.24537250753042086,True,True
1989-12-29 00:00:00+00:00,1989-12,405.2,-0.0294610778443114,0.08924731182795687,-0.01722047053116671,-1.0,1.0,-1.0,-0.3333333333333333,0.14950411605633152,-0.6688779054238286,0.6688779054238286,-0.6688779054238286,-0.22295930180794285,True,True
1990-01-31 00:00:00+00:00,1990-01,417.8,0.03109575518262586,0.10646186440677963,0.055583628094997506,1.0,1.0,1.0,1.0,0.1493869034837896,0.6694027231835037,0.6694027231835037,0.6694027231835037,0.6694027231835037,True,True
1990-02-28 00:00:00+00:00,1990-02,408.9,-0.02130205840114896,-0.020598802395209614,0.04738729508196715,-1.0,-1.0,1.0,-0.3333333333333333,0.14385088120795073,-0.6951643198865086,-0.6951643198865086,0.6951643198865086,-0.2317214399621695,True,True
1990-03-30 00:00:00+00:00,1990-03,375.0,-0.08290535583272185,-0.07453109575518257,-0.038461538461538436,-1.0,-1.0,-1.0,-1.0,0.1807461802721277,-0.5532620376787055,-0.5532620376787055,-0.5532620376787055,-0.5532620376787055,True,True
1990-04-30 00:00:00+00:00,1990-04,371.4,-0.009600000000000053,-0.11105792245093349,-0.023915900131406098,-1.0,-1.0,-1.0,-1.0,0.16460523980448574,-0.6075140750001499,-0.6075140750001499,-0.6075140750001499,-0.6075140750001499,True,True
1990-05-31 00:00:00+00:00,1990-05,368.6,-0.007539041464727947,-0.09855710442651,0.005729877216916757,-1.0,-1.0,1.0,-0.3333333333333333,0.16125951503955405,-0.6201184468120955,-0.6201184468120955,0.6201184468120955,-0.20670614893736514,True,True
1990-06-29 00:00:00+00:00,1990-06,359.9,-0.02360282148670656,-0.04026666666666667,-0.04611714815796453,-1.0,-1.0,-1.0,-1.0,0.14704409137192537,-0.6800681283212218,-0.6800681283212218,-0.6800681283212218,-0.6800681283212218,True,True
1990-07-31 00:00:00+00:00,1990-07,379.2,0.053626007224228944,0.02100161550888524,0.0013203063110640567,1.0,1.0,1.0,1.0,0.15260138764181494,0.6553020358813473,0.6553020358813473,0.6553020358813473,0.6553020358813473,True,True
1990-08-31 00:00:00+00:00,1990-08,389.2,0.026371308016877704,0.0558871405317416,0.06513409961685834,1.0,1.0,1.0,1.0,0.2001985242357442,0.49950418157051346,0.49950418157051346,0.49950418157051346,0.49950418157051346,True,True
1990-09-28 00:00:00+00:00,1990-09,408.1,0.04856115107913683,0.13392609058071692,0.09704301075268829,1.0,1.0,1.0,1.0,0.1983477344216206,0.5041650729795261,0.5041650729795261,0.5041650729795261,0.5041650729795261,True,True
1990-10-31 00:00:00+00:00,1990-10,381.3,-0.06567017887772608,0.005537974683544444,0.009798728813559254,-1.0,1.0,1.0,0.3333333333333333,0.2118992493387174,-0.47192238911687545,0.47192238911687545,0.47192238911687545,0.15730746303895848,True,True
1990-11-30 00:00:00+00:00,1990-11,385.7,0.011539470233411953,-0.008992805755395739,-0.07616766467065872,1.0,-1.0,-1.0,-0.3333333333333333,0.19592387839279704,0.5104023094087362,-0.5104023094087362,-0.5104023094087362,-0.17013410313624538,True,True
1990-12-31 00:00:00+00:00,1990-12,396.2,0.02722323049001818,-0.029159519725557526,-0.0222112537018756,1.0,-1.0,-1.0,-0.3333333333333333,0.19055773841002774,0.5247753296947069,-0.5247753296947069,-0.5247753296947069,-0.1749251098982356,True,True
1991-01-31 00:00:00+00:00,1991-01,368.5,-0.06991418475517408,-0.033569367951744034,-0.11799904260411687,-1.0,-1.0,-1.0,-1.0,0.2277978182035608,-0.4389857672413689,-0.4389857672413689,-0.4389857672413689,-0.4389857672413689,True,True
1991-02-28 00:00:00+00:00,1991-02,369.0,0.0013568521031208647,-0.04329789992221933,-0.09757887013939837,1.0,-1.0,-1.0,-0.3333333333333333,0.20477884887838918,0.4883316834122181,-0.4883316834122181,-0.4883316834122181,-0.1627772278040727,True,True
1991-03-28 00:00:00+00:00,1991-03,359.4,-0.026016260162601723,-0.09288238263503279,-0.04160000000000008,-1.0,-1.0,-1.0,-1.0,0.18155094453685913,-0.5508095827047468,-0.5508095827047468,-0.5508095827047468,-0.5508095827047468,True,True
1991-04-30 00:00:00+00:00,1991-04,357.7,-0.004730105731775125,-0.029308005427408412,-0.03688745288099082,-1.0,-1.0,-1.0,-1.0,0.15658840678246808,-0.638616881382027,-0.638616881382027,-0.638616881382027,-0.638616881382027,True,True
1991-05-31 00:00:00+00:00,1991-05,364.8,0.01984903550461281,-0.011382113821138184,-0.010309278350515538,1.0,-1.0,-1.0,-0.3333333333333333,0.14147218301484077,0.7068527386016922,-0.7068527386016922,-0.7068527386016922,-0.2356175795338974,True,True
1991-06-28 00:00:00+00:00,1991-06,370.0,0.014254385964912242,0.029493600445186452,0.028063350930814135,1.0,1.0,1.0,1.0,0.13004584189316765,0.7689596110435408,0.7689596110435408,0.7689596110435408,0.7689596110435408,True,True
1991-07-31 00:00:00+00:00,1991-07,370.8,0.00216216216216214,0.036622868325412394,-0.02215189873417711,1.0,1.0,-1.0,0.3333333333333333,0.1174602500099842,0.8513518402310564,0.8513518402310564,-0.8513518402310564,0.28378394674368546,True,True
1991-08-30 00:00:00+00:00,1991-08,352.9,-0.04827400215749744,-0.03262061403508776,-0.09326824254881816,-1.0,-1.0,-1.0,-1.0,0.11022698212177454,-0.9072188866562985,-0.9072188866562985,-0.9072188866562985,-0.9072188866562985,True,True
1991-09-30 00:00:00+00:00,1991-09,357.3,0.012468121280816202,-0.03432432432432431,-0.1244792942906151,1.0,-1.0,-1.0,-0.3333333333333333,0.10370780858644785,0.9642475466699586,-0.9642475466699586,-0.9642475466699586,-0.3214158488899862,True,True
1991-10-31 00:00:00+00:00,1991-10,359.5,0.006157290792051517,-0.030474649406688314,-0.05717282979281413,1.0,-1.0,-1.0,-0.3333333333333333,0.09430358878370458,1.0604050311315378,-1.0604050311315378,-1.0604050311315378,-0.3534683437105126,True,True
1991-11-29 00:00:00+00:00,1991-11,371.1,0.032267037552155875,0.05157268347973942,-0.03785325382421567,1.0,1.0,-1.0,0.3333333333333333,0.09197084380837317,1.0873011039058864,1.0873011039058864,-1.0873011039058864,0.3624337013019621,True,True
1991-12-31 00:00:00+00:00,1991-12,355.2,-0.04284559417946654,-0.005877413937867448,-0.10348308934881378,-1.0,-1.0,-1.0,-1.0,0.09875146076778746,-1.0126432482365852,-1.0126432482365852,-1.0126432482365852,-1.0126432482365852,True,True
1992-01-31 00:00:00+00:00,1992-01,358.9,0.01041666666666674,-0.0016689847009736525,-0.026051560379918626,1.0,-1.0,-1.0,-0.3333333333333333,0.09856734942330027,1.0145347377715026,-1.0145347377715026,-1.0145347377715026,-0.33817824592383416,True,True
1992-02-28 00:00:00+00:00,1992-02,354.1,-0.01337419894120917,-0.04580975478307736,-0.04037940379403793,-1.0,-1.0,-1.0,-1.0,0.09284769873739454,-1.0770326175001348,-1.0770326175001348,-1.0770326175001348,-1.0770326175001348,True,True
1992-03-31 00:00:00+00:00,1992-03,345.5,-0.024286924597571424,-0.027308558558558516,-0.03867557039510294,-1.0,-1.0,-1.0,-1.0,0.08786108501048788,-1.1381603128172515,-1.1381603128172515,-1.1381603128172515,-1.1381603128172515,True,True
1992-04-30 00:00:00+00:00,1992-04,337.9,-0.021997105643994264,-0.05851212036779052,-0.05535364830863854,-1.0,-1.0,-1.0,-1.0,0.08573538773559494,-1.1663795154037986,-1.1663795154037986,-1.1663795154037986,-1.1663795154037986,True,True
1992-05-29 00:00:00+00:00,1992-05,338.4,0.0014797277300977463,-0.04433775769556636,-0.07236842105263164,1.0,-1.0,-1.0,-0.3333333333333333,0.07758929864958848,1.2888375296653154,-1.2888375296653154,-1.2888375296653154,-0.4296125098884384,True,True
1992-06-30 00:00:00+00:00,1992-06,344.4,0.01773049645390068,-0.003183791606367614,-0.06918918918918926,1.0,-1.0,-1.0,-0.3333333333333333,0.07302988285854446,1.3693024839392858,-1.3693024839392858,-1.3693024839392858,-0.4564341613130953,True,True
1992-07-31 00:00:00+00:00,1992-07,361.4,0.04936120789779319,0.06954720331459008,-0.025350593311758485,1.0,1.0,-1.0,0.3333333333333333,0.07864097077142258,1.2716018001692713,1.2716018001692713,-1.2716018001692713,0.4238672667230904,True,True
1992-08-31 00:00:00+00:00,1992-08,345.3,-0.04454897620365239,0.02039007092198597,-0.02153584584868229,-1.0,1.0,-1.0,-0.3333333333333333,0.09820895981980882,-1.0182370344159772,1.0182370344159772,-1.0182370344159772,-0.3394123448053258,True,True
1992-09-30 00:00:00+00:00,1992-09,349.4,0.011873732985809404,0.014518002322880363,-0.02211027148054867,1.0,1.0,-1.0,0.3333333333333333,0.0989547418441956,1.010562992094408,1.010562992094408,-1.010562992094408,0.3368543306981359,True,True
1992-10-30 00:00:00+00:00,1992-10,340.1,-0.026617057813394296,-0.058937465412285395,-0.053963838664812136,-1.0,-1.0,-1.0,-1.0,0.09459633508338008,-1.0571234066505533,-1.0571234066505533,-1.0571234066505533,-1.0571234066505533,True,True
1992-11-30 00:00:00+00:00,1992-11,335.5,-0.013525433695971811,-0.028381117868520156,-0.0959310158986797,-1.0,-1.0,-1.0,-1.0,0.08763087794140739,-1.141150269735549,-1.141150269735549,-1.141150269735549,-1.141150269735549,True,True
1992-12-31 00:00:00+00:00,1992-12,333.1,-0.0071535022354694,-0.046651402404121245,-0.062218468468468346,-1.0,-1.0,-1.0,-1.0,0.08024985101452359,-1.2461082324240333,-1.2461082324240333,-1.2461082324240333,-1.2461082324240333,True,True
1993-01-29 00:00:00+00:00,1993-01,330.7,-0.007205043530471467,-0.02763892972655113,-0.07857341877960433,-1.0,-1.0,-1.0,-1.0,0.07652677409503678,-1.3067322016711744,-1.3067322016711744,-1.3067322016711744,-1.3067322016711744,True,True
1993-02-26 00:00:00+00:00,1993-02,329.1,-0.004838221953431976,-0.019076005961251807,-0.07060152499293981,-1.0,-1.0,-1.0,-1.0,0.0786411448653898,-1.2715989851263,-1.2715989851263,-1.2715989851263,-1.2715989851263,True,True
1993-03-31 00:00:00+00:00,1993-03,339.3,0.030993618960802216,0.018613029120384317,-0.017945007235889987,1.0,1.0,-1.0,0.3333333333333333,0.07661065304950826,1.30530149554236,1.30530149554236,-1.30530149554236,0.43510049851412,True,True
1993-04-30 00:00:00+00:00,1993-04,357.2,0.0527556734453285,0.08013305110371949,0.05711749038176972,1.0,1.0,1.0,1.0,0.09015526032590773,1.1091976179593284,1.1091976179593284,1.1091976179593284,1.1091976179593284,True,True
1993-05-28 00:00:00+00:00,1993-05,380.3,0.06466965285554327,0.15557581282285016,0.12381796690307345,1.0,1.0,1.0,1.0,0.11133181565786424,0.8982158371270237,0.8982158371270237,0.8982158371270237,0.8982158371270237,True,True
1993-06-30 00:00:00+00:00,1993-06,379.2,-0.002892453326321376,0.1175950486295314,0.10104529616724744,-1.0,1.0,1.0,0.3333333333333333,0.11879185573183823,-0.8418085514695627,0.8418085514695627,0.8418085514695627,0.2806028504898542,True,True
1993-07-30 00:00:00+00:00,1993-07,411.3,0.08465189873417733,0.1514557670772676,0.13807415605976758,1.0,1.0,1.0,1.0,0.12341950789155749,0.8102446826142344,0.8102446826142344,0.8102446826142344,0.8102446826142344,True,True
1993-08-31 00:00:00+00:00,1993-08,375.7,-0.08655482616095311,-0.012095713910071026,0.08803938604112349,-1.0,-1.0,1.0,-0.3333333333333333,0.1661661860825599,-0.6018071567840816,-0.6018071567840816,0.6018071567840816,-0.20060238559469387,True,True
1993-09-30 00:00:00+00:00,1993-09,357.1,-0.049507585839765667,-0.05828059071729952,0.022037779049799866,-1.0,-1.0,1.0,-0.3333333333333333,0.1887922576703731,-0.5296827382328235,-0.5296827382328235,0.5296827382328235,-0.1765609127442745,True,True
1993-10-29 00:00:00+00:00,1993-10,369.6,0.0350042005040605,-0.10138584974471188,0.08673919435460165,1.0,-1.0,1.0,0.3333333333333333,0.16825896438954846,0.594321974836852,-0.594321974836852,0.594321974836852,0.19810732494561734,True,True
1993-11-30 00:00:00+00:00,1993-11,371.9,0.006222943722943519,-0.010114453021027425,0.10849478390461997,1.0,-1.0,1.0,0.3333333333333333,0.1609994207454627,0.6211202471224929,-0.6211202471224929,0.6211202471224929,0.2070400823741643,True,True
1993-12-30 00:00:00+00:00,1993-12,391.9,0.053777897284216225,0.09745169420330435,0.17652356649654743,1.0,1.0,1.0,1.0,0.1455158299221667,0.6872104571268148,0.6872104571268148,0.6872104571268148,0.6872104571268148,True,True
1994-01-31 00:00:00+00:00,1994-01,383.6,-0.02117887216126546,0.037878787878787845,0.1599637133353493,-1.0,1.0,1.0,0.3333333333333333,0.13739786310697757,-0.727813357054471,0.727813357054471,0.727813357054471,0.24260445235149034,True,True
1994-02-28 00:00:00+00:00,1994-02,382.5,-0.0028675703858186408,0.02850228556063472,0.162260711030082,-1.0,1.0,1.0,0.3333333333333333,0.13144115153202476,-0.760796743138968,0.760796743138968,0.760796743138968,0.253598914379656,True,True
1994-03-31 00:00:00+00:00,1994-03,394.3,0.030849673202614447,0.006124011227353954,0.16209843796050682,1.0,1.0,1.0,1.0,0.12727939735233812,0.7856731103399038,0.7856731103399038,0.7856731103399038,0.7856731103399038,True,True
1994-04-29 00:00:00+00:00,1994-04,377.8,-0.041846309916307334,-0.015119916579770631,0.057670772676371884,-1.0,-1.0,1.0,-0.3333333333333333,0.12436620229861084,-0.8040769771187023,-0.8040769771187023,0.8040769771187023,-0.26802565903956743,True,True
1994-05-31 00:00:00+00:00,1994-05,390.0,0.032292218104817305,0.019607843137254832,0.025506179332106305,1.0,1.0,1.0,1.0,0.12328302555542624,0.8111416762321547,0.8111416762321547,0.8111416762321547,0.8111416762321547,True,True
1994-06-30 00:00:00+00:00,1994-06,387.3,-0.006923076923076921,-0.017752979964493987,0.02136075949367089,-1.0,-1.0,1.0,-0.3333333333333333,0.1231761998310725,-0.8118451465229726,-0.8118451465229726,0.8118451465229726,-0.27061504884099086,True,True
1994-07-29 00:00:00+00:00,1994-07,389.2,0.004905757810482747,0.030174695606140833,-0.05373206904935579,1.0,1.0,-1.0,0.3333333333333333,0.11801474205563771,0.8473517651960405,0.8473517651960405,-0.8473517651960405,0.28245058839868015,True,True
1994-08-31 00:00:00+00:00,1994-08,390.8,0.004110996916752319,0.002051282051282133,0.040191642267766836,1.0,1.0,1.0,1.0,0.10607990066284324,0.9426856489791864,0.9426856489791864,0.9426856489791864,0.9426856489791864,True,True
1994-09-30 00:00:00+00:00,1994-09,397.6,0.017400204708290623,0.026594371288406915,0.11341360963315594,1.0,1.0,1.0,1.0,0.09675390216712762,1.0335500456329425,1.0335500456329425,1.0335500456329425,1.0335500456329425,True,True
1994-10-31 00:00:00+00:00,1994-10,384.9,-0.03194164989939652,-0.011048304213771898,0.04139610389610371,-1.0,-1.0,1.0,-0.3333333333333333,0.0864381775412432,-1.1568962100373519,-1.1568962100373519,1.1568962100373519,-0.38563207001245065,True,True
1994-11-30 00:00:00+00:00,1994-11,384.5,-0.0010392309690828716,-0.01612077789150468,0.03388007528905623,-1.0,-1.0,1.0,-0.3333333333333333,0.07869520538996537,-1.270725446416476,-1.270725446416476,1.270725446416476,-0.42357514880549196,True,True
1994-12-30 00:00:00+00:00,1994-12,384.4,-0.0002600780234071065,-0.03319919517102632,-0.019137535085480994,-1.0,-1.0,-1.0,-1.0,0.07267691439993507,-1.3759527468338606,-1.3759527468338606,-1.3759527468338606,-1.3759527468338606,True,True
1995-01-31 00:00:00+00:00,1995-01,377.7,-0.017429760665972904,-0.0187061574434918,-0.015380604796663255,-1.0,-1.0,-1.0,-1.0,0.0877118998359126,-1.1400961578426123,-1.1400961578426123,-1.1400961578426123,-1.1400961578426123,True,True
1995-02-28 00:00:00+00:00,1995-02,378.3,0.001588562351072298,-0.016124837451235385,-0.01098039215686275,1.0,-1.0,-1.0,-0.3333333333333333,0.07836299124693182,1.2761125935696764,-1.2761125935696764,-1.2761125935696764,-0.4253708645232254,True,True
1995-03-31 00:00:00+00:00,1995-03,394.3,0.04229447528416608,0.02575442247658688,0.0,1.0,1.0,0.0,0.6666666666666666,0.0806097210846259,1.240545168181611,1.240545168181611,0.0,0.827030112121074,True,True
