year,strategy,label,cost_bps_one_way,observations,start_ts,end_ts,gross_return,net_return,max_drawdown,turnover,average_abs_position,partial_year
1997,tsmom_3m,3M,2.0,250,1997-01-02T00:00:00+00:00,1997-12-31T00:00:00+00:00,0.1218283681352419,0.12074894357642729,-0.13207635490165726,4.794568475443095,1.0626185921015,False
1998,tsmom_3m,3M,2.0,250,1998-01-02T00:00:00+00:00,1998-12-31T00:00:00+00:00,-0.07986403513070528,-0.08070479390714203,-0.10957134069367658,4.598764766674169,0.7168848844141434,False
1999,tsmom_3m,3M,2.0,249,1999-01-04T00:00:00+00:00,1999-12-30T00:00:00+00:00,-0.07151446454700894,-0.07218149521215322,-0.19962346426679323,3.609817397807088,0.8340795427800186,False
2000,tsmom_3m,3M,2.0,248,2000-01-04T00:00:00+00:00,2000-12-29T00:00:00+00:00,-0.07703428914637511,-0.07806613603431778,-0.1038737019306677,5.590031604656108,0.589056911483037,False
2001,tsmom_3m,3M,2.0,247,2001-01-02T00:00:00+00:00,2001-12-31T00:00:00+00:00,0.008352895666114524,0.006989914318627166,-0.09212697500925293,6.771514408442798,0.74409412575203,False
2002,tsmom_3m,3M,2.0,251,2002-01-02T00:00:00+00:00,2002-12-31T00:00:00+00:00,0.0616429713383142,0.06063788529833891,-0.12469823040601291,4.7423396864841845,0.7484590672690947,False
2003,tsmom_3m,3M,2.0,250,2003-01-02T00:00:00+00:00,2003-12-31T00:00:00+00:00,0.00642034479384912,0.005865657595714557,-0.16093139945810153,2.7599851164963147,0.6194925046664232,False
2004,tsmom_3m,3M,2.0,249,2004-01-05T00:00:00+00:00,2004-12-30T00:00:00+00:00,-0.07151282833031636,-0.07241935044758907,-0.16535965648421602,4.882465886657744,0.6121221119769235,False
2005,tsmom_3m,3M,2.0,251,2005-01-03T00:00:00+00:00,2005-12-30T00:00:00+00:00,0.016590896669277155,0.014525676359710804,-0.13492024419878457,10.148171174922107,0.7995484443923624,False
2006,tsmom_3m,3M,2.0,250,2006-01-03T00:00:00+00:00,2006-12-29T00:00:00+00:00,0.11474147096309584,0.11427884439858249,-0.106384308201663,2.071409701193028,0.4608896830110364,False
2007,tsmom_3m,3M,2.0,252,2007-01-02T00:00:00+00:00,2007-12-31T00:00:00+00:00,0.14119675136015286,0.14053441970157077,-0.04638487093374266,2.9025109698862455,0.5958515453086647,False
2008,tsmom_3m,3M,2.0,255,2008-01-02T00:00:00+00:00,2008-12-31T00:00:00+00:00,-0.07998361599801762,-0.08053223724449099,-0.17958885475865816,3.003704629639979,0.4168027750250686,False
2009,tsmom_3m,3M,2.0,253,2009-01-02T00:00:00+00:00,2009-12-31T00:00:00+00:00,-0.022836334433913974,-0.023646856169553865,-0.10539012199001874,4.139486219049605,0.4197399875740845,False
2010,tsmom_3m,3M,2.0,258,2010-01-04T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.18318761706821718,0.18259359726844937,-0.046399351761087226,2.5180116872085785,0.6021108427564869,False
2011,tsmom_3m,3M,2.0,258,2011-01-03T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.1524514101566956,0.1515198252730654,-0.08251258054473631,4.051482406650315,0.6132842828713029,False
2012,tsmom_3m,3M,2.0,258,2012-01-03T00:00:00+00:00,2012-12-31T00:00:00+00:00,-0.07087401917031866,-0.07187566928372158,-0.07612743329943239,5.390781928070087,0.5886842832685805,False
2013,tsmom_3m,3M,2.0,258,2013-01-02T00:00:00+00:00,2013-12-31T00:00:00+00:00,0.09558636763201678,0.0946676632080874,-0.1120584826625306,4.19890903276293,0.5723837485006957,False
2014,tsmom_3m,3M,2.0,258,2014-01-02T00:00:00+00:00,2014-12-31T00:00:00+00:00,-0.1779684668758148,-0.1794232489540848,-0.20802962064914265,8.851028618878285,0.6859806266358989,False
2015,tsmom_3m,3M,2.0,258,2015-01-02T00:00:00+00:00,2015-12-31T00:00:00+00:00,-0.11847939091602389,-0.11948387326264098,-0.13277407455772117,5.66761905662837,0.6873925228426901,False
2016,tsmom_3m,3M,2.0,258,2016-01-04T00:00:00+00:00,2016-12-30T00:00:00+00:00,-0.0852600005124241,-0.08623607135684341,-0.1639456886319539,5.347484895650766,0.6462142298425537,False
2017,tsmom_3m,3M,2.0,255,2017-01-03T00:00:00+00:00,2017-12-29T00:00:00+00:00,-0.17607649826618954,-0.17734304069976803,-0.17355441827565488,7.7257282011871595,0.9071662868176676,False
2018,tsmom_3m,3M,2.0,252,2018-01-02T00:00:00+00:00,2018-12-31T00:00:00+00:00,0.1170155583303154,0.11566616493316095,-0.04755985902092419,6.085704593844216,0.9627030458621977,False
2019,tsmom_3m,3M,2.0,252,2019-01-02T00:00:00+00:00,2019-12-31T00:00:00+00:00,-0.08600975247862985,-0.08707728769195877,-0.1517385392914894,5.820394221250948,0.9036344261618021,False
2020,tsmom_3m,3M,2.0,253,2020-01-02T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.11311273755657547,0.11231209686618304,-0.10583119821177,3.598659699187797,0.5673420558208137,False
2021,tsmom_3m,3M,2.0,231,2021-01-04T00:00:00+00:00,2021-11-30T00:00:00+00:00,-0.03167864198788517,-0.03225491703453043,-0.1333873961880384,2.9772966177789018,0.6248502302827291,True
1986,tsmom_12m,12M,0.0,40,1986-11-03T00:00:00+00:00,1986-12-31T00:00:00+00:00,0.0023783150844083334,0.0023783150844083334,-0.03703639570676842,0.4581380138604358,0.4568165920884339,True
1987,tsmom_12m,12M,0.0,253,1987-01-02T00:00:00+00:00,1987-12-31T00:00:00+00:00,0.10939602904538126,0.10939602904538126,-0.03784904713705184,0.42650053257625603,0.5304718559255328,False
1988,tsmom_12m,12M,0.0,252,1988-01-04T00:00:00+00:00,1988-12-30T00:00:00+00:00,-0.059062367497599966,-0.059062367497599966,-0.10860158348144311,4.718941102570765,0.696016476573084,False
1989,tsmom_12m,12M,0.0,252,1989-01-03T00:00:00+00:00,1989-12-29T00:00:00+00:00,-0.006135362558415736,-0.006135362558415736,-0.13026892035295,0.8702161767469113,0.7811269887956398,False
1990,tsmom_12m,12M,0.0,251,1990-01-02T00:00:00+00:00,1990-12-31T00:00:00+00:00,-0.12967542268529175,-0.12967542268529175,-0.15347570687166012,7.772175626620671,0.5959087017795616,False
1991,tsmom_12m,12M,0.0,252,1991-01-02T00:00:00+00:00,1991-12-31T00:00:00+00:00,0.06478424689731366,0.06478424689731366,-0.06462843333328194,3.7001026186942925,0.7507866861477928,False
1992,tsmom_12m,12M,0.0,254,1992-01-02T00:00:00+00:00,1992-12-31T00:00:00+00:00,0.05290810235257415,0.05290810235257415,-0.09961208786018272,0.9206438608580205,1.1319836285825442,False
