entry_ts,exit_ts,direction,entry_price,exit_price,entry_atr,allocation,remaining_allocation_at_exit,mfe_atr,exit_reason,entry_bar,exit_bar,hold_bars,raw_price_return,trade_return,entry_equity,exit_equity,profit_partial_taken,profit_partial_ts,profit_partial_price,profit_partial_allocation,stop_partial_taken,stop_partial_ts,stop_partial_price,stop_partial_allocation,signal_ts,signal_adx28,signal_volume_surge,signal_volume_multiple,baseline_short_signal,bypass_entry,variant
2025-09-08 06:45:00+00:00,2025-09-08 09:15:00+00:00,1,49.929,51.11623958333333,0.23744791666666668,3.0,3.0,4.914762009212523,take_profit,9681,9691,10,0.023778557217916108,0.06900709054735521,1.6523888450063888,1.7664153916531844,False,,,0.0,False,,,0.0,2025-09-08 06:15:00+00:00,28.25829158127109,2.538037846574419,3.538037846574419,False,False,v35_3_base
2025-09-08 09:30:00+00:00,2025-09-09 04:15:00+00:00,1,50.95,52.144776785714285,0.2389553571428571,3.0,3.0,4.281134401972857,take_profit,9692,9767,75,0.023449985980653176,0.06144341195308889,1.7619110324044687,1.8701688577931888,False,,,0.0,False,,,0.0,2025-09-08 09:00:00+00:00,38.2699950847495,2.2523062210538827,3.2523062210538827,False,False,v35_3_base
2025-09-09 07:15:00+00:00,2025-09-09 12:30:00+00:00,1,54.998,53.28973772321428,0.2530758928571428,3.0,3.0,1.4264495757554543,stop_loss,9779,9800,21,-0.0310604435940528,-0.09743942447953802,1.865399927205816,1.683636431874709,False,,,0.0,False,,,0.0,2025-09-09 06:45:00+00:00,28.41919537117541,2.026430376832136,3.026430376832136,False,False,v35_3_base
2025-09-09 13:00:00+00:00,2025-09-10 06:15:00+00:00,1,53.769,55.07030952380952,0.26026190476190475,3.0,3.0,4.726008599396228,take_profit,9802,9871,69,0.024201854671084044,0.06306063198628542,1.6793431589734285,1.785243599900138,False,,,0.0,False,,,0.0,2025-09-09 12:30:00+00:00,30.50810435797873,1.9267129393124138,2.926712939312414,False,False,v35_3_base
2025-09-21 12:15:00+00:00,2025-09-21 16:30:00+00:00,-1,52.711,51.205107142857145,0.30117857142857146,3.0,0.75,3.595873354678045,take_profit,10951,10968,17,0.028568853885201473,0.07790150329647183,1.7806912287203924,1.9194097523445524,True,2025-09-21 16:30:00+00:00,51.38581428571428,2.25,False,,,0.0,2025-09-21 11:45:00+00:00,37.06016311306197,2.4178510034290412,3.4178510034290412,True,False,v35_3_base
2025-09-21 16:45:00+00:00,2025-09-22 00:45:00+00:00,-1,51.229,49.73002678571429,0.2997946428571428,3.0,0.75,4.60982219972004,take_profit,10969,11001,32,0.029260247404511386,0.07848122525228152,1.9145152574760735,2.064768760646983,True,2025-09-22 00:30:00+00:00,49.90990357142857,2.25,False,,,0.0,2025-09-21 16:15:00+00:00,43.49019444512154,1.7986148265849216,2.7986148265849216,True,False,v35_3_base
2025-09-22 02:00:00+00:00,2025-09-22 06:00:00+00:00,-1,49.791,48.257220238095236,0.3067559523809523,2.9216645774716214,0.7304161443679051,4.1107596778888,take_profit,11006,11022,16,0.030804357452245634,0.08045555396765991,2.0596410831606287,2.225350647480868,True,2025-09-22 06:00:00+00:00,48.44127380952381,2.1912484331037163,False,,,0.0,2025-09-22 01:30:00+00:00,36.29503008664227,0.6138074187952862,1.6138074187952862,True,False,v35_3_base
2025-09-22 06:15:00+00:00,2025-09-22 20:15:00+00:00,-1,48.458,46.882642857142855,0.3150714285714285,2.768400816141465,0.6921002040353663,4.576739968261167,take_profit,11023,11079,56,0.03250974334180412,0.07469944298689102,2.220114084314484,2.3859553697801275,True,2025-09-22 19:45:00+00:00,47.071685714285714,2.0763006121060985,False,,,0.0,2025-09-22 05:45:00+00:00,37.44691728312057,2.12313147682509,3.12313147682509,True,False,v35_3_base
2025-10-11 03:30:00+00:00,2025-10-11 19:45:00+00:00,-1,38.662,36.55587648809524,0.4212247023809526,1.652125328990365,0.41303133224759137,4.9593482722927344,take_profit,12836,12901,65,0.054475286118275346,0.07453787015855773,2.3826047570749114,2.560199041096923,True,2025-10-11 19:15:00+00:00,36.808611309523805,1.2390939967427737,False,,,0.0,2025-10-11 03:00:00+00:00,36.117585871016296,0.9877697598698743,1.9877697598698743,True,False,v35_3_base
2025-10-23 12:45:00+00:00,2025-10-25 12:00:00+00:00,1,39.527,41.38909821428572,0.3724196428571429,2.1227129534175635,2.1227129534175635,4.3982642468413555,take_profit,14025,14214,189,0.047109525496134674,0.0939029712206858,2.555579658579239,2.795556181710975,False,,,0.0,False,,,0.0,2025-10-23 12:15:00+00:00,28.99595985027844,3.800507206877243,4.800507206877243,False,False,v35_3_base
2025-10-25 19:30:00+00:00,2025-10-25 22:45:00+00:00,1,42.965,44.64052827380953,0.3351056547619048,2.564265889844621,2.564265889844621,4.565724207450546,take_profit,14244,14257,13,0.03899751597368839,0.09977849156837659,2.789462914755055,3.0677913166752417,False,,,0.0,False,,,0.0,2025-10-25 19:00:00+00:00,28.72685320377112,0.4198565575397193,1.4198565575397193,False,False,v35_3_base
2025-10-25 23:00:00+00:00,2025-10-26 09:30:00+00:00,1,44.404,46.089677083333335,0.33713541666666674,2.634193727792368,2.634193727792368,4.692476440599393,take_profit,14258,14300,42,0.037962280049845365,0.09842944156343125,3.060922333527364,3.3622072094854976,False,,,0.0,False,,,0.0,2025-10-25 22:30:00+00:00,40.336470999858655,0.8820826727631241,1.8820826727631241,False,False,v35_3_base
2025-10-26 09:45:00+00:00,2025-10-26 11:30:00+00:00,1,45.962,47.67678422619048,0.3429568452380953,2.680337228323361,2.680337228323361,3.708921450793384,take_profit,14301,14308,7,0.037308738222672444,0.09955894181879699,3.3545471377055147,3.68852230101675,False,,,0.0,False,,,0.0,2025-10-26 09:15:00+00:00,33.52012974954417,3.117587391632733,4.117587391632733,False,False,v35_3_base
2025-10-26 11:45:00+00:00,2025-10-27 05:15:00+00:00,1,47.636,49.363217261904765,0.34544345238095236,2.7579622465946985,2.7579622465946985,4.5159344872446425,take_profit,14309,14379,70,0.03625865441902687,0.09368098294636718,3.6798754165526124,4.024609762695434,False,,,0.0,False,,,0.0,2025-10-26 11:15:00+00:00,41.04341093139952,1.9922790759085656,2.9922790759085656,False,False,v35_3_base
2025-11-21 10:00:00+00:00,2025-11-21 12:15:00+00:00,-1,33.438,31.79876636904762,0.3278467261904763,1.835870093911843,0.4589675234779609,4.383145797115935,take_profit,16798,16807,9,0.04902307646846049,0.08301785092528369,4.018329401097885,4.351922472286914,True,2025-11-21 12:15:00+00:00,31.995474404761907,1.3769025704338822,False,,,0.0,2025-11-21 09:30:00+00:00,36.91361051250985,1.731138189574612,2.731138189574612,True,False,v35_3_base
2025-11-21 12:30:00+00:00,2025-11-21 13:45:00+00:00,-1,31.86,33.753078571428574,0.3321190476190477,1.7267302315578172,1.7267302315578172,0.0,stop_loss,16808,16813,5,-0.05941866200340784,-0.09993004208341194,4.345535065603364,3.9112855636226778,False,,,0.0,False,,,0.0,2025-11-21 12:00:00+00:00,46.720286833332466,1.6260486577304163,2.6260486577304163,True,False,v35_3_base
2025-11-21 14:00:00+00:00,2025-11-22 16:15:00+00:00,-1,33.232,31.561642857142857,0.3340714285714287,1.7905631815266188,0.4476407953816546,4.4810776138550334,take_profit,16814,16919,105,0.050263515372446554,0.06737776141334995,3.9053326702884172,4.168465243186871,True,2025-11-22 16:00:00+00:00,31.762085714285714,1.3429223861449642,False,,,0.0,2025-11-21 13:30:00+00:00,46.568478722061634,0.9063231397084714,1.9063231397084714,True,False,v35_3_base
2025-11-26 06:15:00+00:00,2025-11-26 12:15:00+00:00,1,34.804,33.148,0.36401190476190487,1.9122451515845238,1.9122451515845238,0.5906400235471002,indicator_exit,17263,17287,24,-0.04758073784622452,-0.09118179978472718,4.161689784853663,3.782219420124992,False,,,0.0,False,,,0.0,2025-11-26 05:45:00+00:00,28.17138484924893,0.45059571081720695,1.450595710817207,False,False,v35_3_base
2025-11-27 02:15:00+00:00,2025-11-27 09:15:00+00:00,1,36.244,35.383,0.3629345238095239,1.9972748593639802,1.9972748593639802,0.6006593082184013,indicator_exit,17343,17371,28,-0.0237556561085972,-0.04886239222275113,3.77579840812864,3.591303865356619,False,,,0.0,False,,,0.0,2025-11-27 01:45:00+00:00,31.92417390442397,0.482503713885603,1.482503713885603,False,False,v35_3_base
2025-12-03 06:45:00+00:00,2025-12-04 01:15:00+00:00,1,34.198,35.613238095238096,0.2830476190476191,2.4164131897711973,2.4164131897711973,4.599932705248988,take_profit,17937,18011,74,0.041383650951462014,0.09516469414704298,3.583927502432204,3.9249908670463403,False,,,0.0,False,,,0.0,2025-12-03 06:15:00+00:00,29.60412301130323,0.3623058038824103,1.3623058038824103,False,False,v35_3_base
2025-12-05 12:00:00+00:00,2025-12-05 19:00:00+00:00,-1,31.913,30.50202529761905,0.28219494047619054,2.03559283887468,0.5088982097186698,4.808732565191021,take_profit,18150,18178,28,0.04421316398899977,0.08219221044711733,3.9181996362399736,4.240245125315628,True,2025-12-05 18:45:00+00:00,30.671342261904762,1.52669462915601,False,,,0.0,2025-12-05 11:30:00+00:00,36.2839286385974,1.5153637772394766,2.5153637772394766,True,False,v35_3_base
2025-12-05 19:15:00+00:00,2025-12-06 08:30:00+00:00,-1,30.812,30.818,0.28041369047619064,1.977849223617316,1.977849223617316,0.7381950561988581,indicator_exit,18179,18232,53,-0.00019472932623654238,-0.003912017516153998,4.233116544615933,4.216556518545474,False,,,0.0,False,,,0.0,2025-12-05 18:45:00+00:00,42.475888297462596,0.8813947145959498,1.8813947145959498,True,False,v35_3_base
2025-12-29 01:30:00+00:00,2025-12-30 08:00:00+00:00,1,25.787,26.52203720238095,0.14700744047619052,3.0,3.0,4.4351496624118125,take_profit,20412,20534,122,0.028504176615385735,0.07713797179567194,4.205804299423183,4.530231512850204,False,,,0.0,False,,,0.0,2025-12-29 01:00:00+00:00,29.898324895522645,1.6322764002448449,2.632276400244845,False,False,v35_3_base
2026-01-04 22:30:00+00:00,2026-01-05 01:30:00+00:00,1,26.428,27.224822916666668,0.15936458333333328,3.0,3.0,3.7398522779266634,take_profit,21072,21084,12,0.030150708213510846,0.08886217400390528,4.518679422492435,4.920219099601824,False,,,0.0,False,,,0.0,2026-01-04 22:00:00+00:00,29.432197222718177,0.30241214634047764,1.3024121463404776,False,False,v35_3_base
2026-01-05 01:45:00+00:00,2026-01-05 10:15:00+00:00,1,27.136,26.05378013392857,0.160328869047619,3.0,3.0,1.634141134758359,stop_loss,21085,21119,34,-0.039881333507938876,-0.12023921246504077,4.907672540897839,4.317577859543977,False,,,0.0,False,,,0.0,2026-01-05 01:15:00+00:00,32.74708139210126,0.3081925266830008,1.3081925266830008,False,False,v35_3_base
2026-01-10 09:30:00+00:00,2026-01-12 11:00:00+00:00,-1,24.58,23.634828869047617,0.1890342261904762,2.3405285324054756,0.5851321331013688,4.385449221056263,take_profit,21596,21794,198,0.03845285317137437,0.07788467152394718,4.308988257498505,4.644592392534321,True,2026-01-12 11:00:00+00:00,23.748249404761903,1.7553963993041068,False,,,0.0,2026-01-10 09:00:00+00:00,39.70361019407483,0.9149846603714096,1.9149846603714096,True,False,v35_3_base
2026-01-12 16:30:00+00:00,2026-01-13 18:45:00+00:00,-1,23.771,24.737328125,0.16953125000000008,2.5238886635944686,2.5238886635944686,3.008294930875584,stop_loss,21816,21921,105,-0.04065155546674526,-0.10187789712148565,4.634628323560767,4.162462136016719,False,,,0.0,False,,,0.0,2026-01-12 16:00:00+00:00,36.396726154186034,2.424694328521742,3.424694328521742,True,False,v35_3_base
2026-01-14 04:15:00+00:00,2026-01-14 14:45:00+00:00,1,25.815,26.570572916666666,0.15111458333333333,3.0,3.0,4.605776521679176,take_profit,21959,22001,42,0.029268755245658085,0.08474239785165216,4.1518478575698765,4.503685400535593,False,,,0.0,False,,,0.0,2026-01-14 03:45:00+00:00,29.681608134913102,0.6532924813889982,1.6532924813889982,False,False,v35_3_base
2026-01-19 02:30:00+00:00,2026-01-20 05:30:00+00:00,-1,23.941,23.161215773809523,0.15595684523809533,2.7631874660076505,0.6907968665019126,4.828258733051532,take_profit,22432,22540,108,0.03257107999626063,0.07801640744028981,4.493107552543432,4.843643662035704,True,2026-01-20 05:15:00+00:00,23.25478988095238,2.072390599505738,False,,,0.0,2026-01-19 02:00:00+00:00,40.3917884732999,0.6111322358943356,1.6111322358943356,True,False,v35_3_base
2026-01-20 14:45:00+00:00,2026-01-20 17:15:00+00:00,-1,22.155,21.38978422619048,0.15304315476190483,2.6057356215664336,0.6514339053916083,3.8028489474451876,take_profit,22577,22587,10,0.034539190873821846,0.08218500364439896,4.832915595431614,5.230108781255233,True,2026-01-20 17:15:00+00:00,21.48161011904762,1.9543017161748253,False,,,0.0,2026-01-20 14:15:00+00:00,36.442517977063446,1.0754246954625346,2.0754246954625346,True,False,v35_3_base
2026-01-20 17:45:00+00:00,2026-01-21 10:45:00+00:00,-1,21.434,20.66304761904762,0.15419047619047627,2.502177887584928,0.625544471896232,4.040457072266837,take_profit,22589,22657,68,0.03596866571579638,0.0780125325222063,5.218985118094431,5.626131364352683,True,2026-01-21 10:45:00+00:00,20.755561904761905,1.876633415688696,False,,,0.0,2026-01-20 17:15:00+00:00,37.69671725308959,2.103456173419895,3.103456173419895,True,False,v35_3_base
2026-01-26 22:00:00+00:00,2026-01-27 02:00:00+00:00,1,24.804,25.634877976190474,0.1661755952380952,2.985275902211875,2.985275902211875,4.525333572132191,take_profit,23182,23198,16,0.03349774133972239,0.09881911859674375,5.611855143125704,6.166413722061989,False,,,0.0,False,,,0.0,2026-01-26 21:30:00+00:00,28.654842256473085,1.7144209739014693,2.7144209739014693,False,False,v35_3_base
2026-01-27 02:30:00+00:00,2026-01-27 03:15:00+00:00,1,25.569,26.415875,0.16937499999999997,3.0,3.0,2.4738007380073834,take_profit,23200,23203,3,0.033121162345027155,0.09854798782313856,6.150689367070731,6.756827427920726,False,,,0.0,False,,,0.0,2026-01-27 02:00:00+00:00,41.16514154808381,2.1545435848375587,3.1545435848375587,False,False,v35_3_base
2026-01-27 03:30:00+00:00,2026-01-27 05:30:00+00:00,1,26.253,27.105462797619047,0.17049255952380948,3.0,3.0,4.088154943222976,take_profit,23204,23212,8,0.032471062264085804,0.0953983656738282,6.7395975179795276,7.382544106494163,False,,,0.0,False,,,0.0,2026-01-27 03:00:00+00:00,44.279143232686096,0.32586100086923286,1.3258610008692329,False,False,v35_3_base
2026-01-27 05:45:00+00:00,2026-01-27 07:30:00+00:00,1,26.911,27.777830357142857,0.1733660714285714,3.0,3.0,3.6916104444558724,take_profit,23213,23220,7,0.03221100505900387,0.09503133040463685,7.3637186190226025,8.063502596113716,False,,,0.0,False,,,0.0,2026-01-27 05:15:00+00:00,50.10605300975517,0.6234123715800965,1.6234123715800965,False,False,v35_3_base
2026-01-27 07:45:00+00:00,2026-01-27 16:45:00+00:00,1,27.686,28.562815476190476,0.17536309523809518,3.0,3.0,3.7636197006211622,take_profit,23221,23257,36,0.0316699948056951,0.08710392478468676,8.042940664493626,8.743512363181377,False,,,0.0,False,,,0.0,2026-01-27 07:15:00+00:00,54.155619046630925,1.5276419502127467,2.5276419502127467,False,False,v35_3_base
2026-01-27 17:00:00+00:00,2026-01-27 20:15:00+00:00,1,28.496,29.411997023809523,0.18319940476190474,3.0,3.0,3.493461132320692,take_profit,23258,23271,13,0.03214475799443872,0.0928646311936987,8.721216406655264,9.53110895181974,False,,,0.0,False,,,0.0,2026-01-27 16:30:00+00:00,43.61734484868749,0.37994736856286937,1.3799473685628694,False,False,v35_3_base
2026-01-27 20:30:00+00:00,2026-01-27 22:30:00+00:00,1,29.263,30.19797767857143,0.1869955357142857,3.0,3.0,3.631102728770255,take_profit,23272,23280,8,0.03195084846295426,0.09516201508940392,9.506804623992599,10.411491309072998,False,,,0.0,False,,,0.0,2026-01-27 20:00:00+00:00,43.0886135823086,0.4423195087109506,1.4423195087109506,False,False,v35_3_base
2026-01-27 23:00:00+00:00,2026-01-28 00:45:00+00:00,1,30.485,31.43218005952381,0.18943601190476192,3.0,3.0,4.0858123659672785,take_profit,23282,23289,7,0.031070364425908048,0.0926159346314368,10.384942006234862,11.346753116235572,False,,,0.0,False,,,0.0,2026-01-27 22:30:00+00:00,47.009614353808274,2.2831142946032372,3.2831142946032372,False,False,v35_3_base
2026-01-28 01:00:00+00:00,2026-01-28 01:00:00+00:00,1,31.475,32.4364880952381,0.19229761904761902,3.0,3.0,0.0,take_profit,23290,23290,0,0.030547675781988692,0.08909302734596602,11.31781889578917,12.326157644168406,False,,,0.0,False,,,0.0,2026-01-28 00:30:00+00:00,50.47646719787881,0.9033006403515609,1.9033006403515609,False,False,v35_3_base
2026-01-28 01:15:00+00:00,2026-01-28 02:15:00+00:00,1,31.994,32.96456547619048,0.19411309523809525,3.0,3.0,4.662230535708815,take_profit,23291,23295,4,0.030335859104534624,0.08858555636443644,12.294725942175775,13.383861080111688,False,,,0.0,False,,,0.0,2026-01-28 00:45:00+00:00,51.03310436247221,1.3918632739785952,2.391863273978595,False,False,v35_3_base
2026-01-28 02:30:00+00:00,2026-01-28 08:00:00+00:00,1,33.391,34.382488095238095,0.19829761904761908,3.0,3.0,4.488203157831545,take_profit,23296,23318,22,0.029693273493998307,0.08009614983733249,13.349732234357402,14.41899438768876,False,,,0.0,False,,,0.0,2026-01-28 02:00:00+00:00,55.147360593089346,0.9714032076545476,1.9714032076545476,False,False,v35_3_base
2026-01-28 08:30:00+00:00,2026-01-28 10:15:00+00:00,1,33.721,34.79614880952381,0.21502976190476192,3.0,3.0,4.813287197231851,take_profit,23320,23327,7,0.03188365735072529,0.09463191255926073,14.382225952000153,15.743243500697362,False,,,0.0,False,,,0.0,2026-01-28 08:00:00+00:00,52.80024124998461,3.0532104865229943,4.053210486522994,False,False,v35_3_base
2026-01-28 10:30:00+00:00,2026-01-28 16:00:00+00:00,1,34.365,32.887302455357144,0.21891815476190477,3.0,3.0,2.0784023165865615,stop_loss,23328,23350,22,-0.04300007404751516,-0.1310646533589962,15.703098229770584,13.644977103623436,False,,,0.0,False,,,0.0,2026-01-28 10:00:00+00:00,50.6864474325513,0.3579142686147765,1.3579142686147765,False,False,v35_3_base
2026-01-28 16:30:00+00:00,2026-01-28 23:45:00+00:00,1,33.142,34.28429166666667,0.22845833333333335,2.901360569031552,2.901360569031552,4.416560277220501,take_profit,23352,23381,29,0.03446658821636195,0.09661114783171909,13.611326454869712,14.926332327186918,False,,,0.0,False,,,0.0,2026-01-28 16:00:00+00:00,34.44703198192986,0.5990005560271621,1.599000556027162,False,False,v35_3_base
2026-02-03 04:30:00+00:00,2026-02-03 14:30:00+00:00,1,37.494,35.89,0.4845178571428572,1.5476828953672646,1.5476828953672646,1.4096487671838716,indicator_exit,23880,23920,40,-0.04278017816183921,-0.06804154913051785,14.906696282338567,13.89242157487012,False,,,0.0,False,,,0.0,2026-02-03 04:00:00+00:00,30.01254131961902,1.4919433130267339,2.491943313026734,False,False,v35_3_base
2026-02-23 03:45:00+00:00,2026-02-23 16:00:00+00:00,-1,27.238,26.341831845238094,0.17923363095238104,2.735446452737763,0.6838616131844408,4.948848021918718,take_profit,25797,25846,49,0.03290139344892817,0.07878384334478228,13.860119895850742,14.952073410465347,True,2026-02-23 15:00:00+00:00,26.449372023809524,2.051584839553322,False,,,0.0,2026-02-23 03:15:00+00:00,36.836423359768105,5.781357881844721,6.781357881844721,True,False,v35_3_base
2026-02-23 17:00:00+00:00,2026-02-25 01:00:00+00:00,-1,26.416,27.440541071428573,0.17974404761904772,2.6453615922111453,0.6613403980527863,4.467463655330001,stop_loss,25850,25978,128,-0.038784867937180945,0.030720594465812656,14.918452815849976,15.376756554863064,True,2026-02-23 17:45:00+00:00,25.62512619047619,1.984021194158359,False,,,0.0,2026-02-23 16:30:00+00:00,36.03388737864055,0.6956080772966449,1.6956080772966449,True,False,v35_3_base
2026-02-26 00:00:00+00:00,2026-02-26 09:15:00+00:00,1,27.883,28.805098214285714,0.18441964285714293,3.0,3.0,4.365044783345434,take_profit,26070,26107,37,0.03307026554838832,0.09552478408671283,15.337545825648162,16.802661579063265,False,,,0.0,False,,,0.0,2026-02-25 23:30:00+00:00,29.756760142857992,1.564666781474584,2.564666781474584,False,False,v35_3_base
2026-02-28 21:30:00+00:00,2026-03-01 05:45:00+00:00,1,30.367,31.431166666666666,0.21283333333333335,2.8535943617854347,2.8535943617854347,4.853563038371171,take_profit,26348,26381,33,0.03504352312268799,0.09668448827431764,16.761905795770012,18.382522080136354,False,,,0.0,False,,,0.0,2026-02-28 21:00:00+00:00,34.80202437707834,0.8471866757348219,1.8471866757348219,False,False,v35_3_base
