variant,entry_ts,exit_ts,direction,entry_price,exit_price,entry_atr,allocation,remaining_allocation_at_exit,mfe_atr,exit_reason,entry_bar,exit_bar,hold_bars,raw_price_return,trade_return,entry_equity,exit_equity,stage_mode,satellite_allocation,satellite_entry_bar,satellite_entry_ts,satellite_entry_price,satellite_entry_atr,early_signal_bar,early_signal_ts,confirmation_signal_bar,confirmation_signal_ts,add_bar,add_ts,add_price,add_allocation,profit_partial_taken,profit_partial_ts,profit_partial_price,profit_partial_allocation
custom_v35_3_control,2025-09-22 02:00:00+00:00,2025-09-22 06:00:00+00:00,-1,49.791,48.257220238095236,0.3067559523809523,2.9216645774716214,0.7304161443679051,4.1107596778888,take_profit,11006,11022,16,0.030804357452245634,0.08045555396765991,2.0596410831606287,2.225350647480868,base,0.0,,,,,,,,,,,,0.0,True,2025-09-22 06:00:00+00:00,48.44127380952381,2.1912484331037163
custom_v35_3_control,2025-09-22 06:15:00+00:00,2025-09-22 20:15:00+00:00,-1,48.458,46.882642857142855,0.3150714285714285,2.768400816141465,0.6921002040353663,4.576739968261167,take_profit,11023,11079,56,0.03250974334180412,0.07469944298689102,2.220114084314484,2.3859553697801275,base,0.0,,,,,,,,,,,,0.0,True,2025-09-22 19:45:00+00:00,47.071685714285714,2.0763006121060985
custom_v35_3_control,2025-10-11 03:30:00+00:00,2025-10-11 19:45:00+00:00,-1,38.662,36.55587648809524,0.4212247023809526,1.652125328990365,0.41303133224759137,4.9593482722927344,take_profit,12836,12901,65,0.054475286118275346,0.07453787015855773,2.3826047570749114,2.560199041096923,base,0.0,,,,,,,,,,,,0.0,True,2025-10-11 19:15:00+00:00,36.808611309523805,1.2390939967427737
custom_v35_3_control,2025-10-23 12:45:00+00:00,2025-10-25 12:00:00+00:00,1,39.527,41.38909821428572,0.3724196428571429,2.1227129534175635,2.1227129534175635,4.3982642468413555,take_profit,14025,14214,189,0.047109525496134674,0.0939029712206858,2.555579658579239,2.795556181710975,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-10-25 19:30:00+00:00,2025-10-25 22:45:00+00:00,1,42.965,44.64052827380953,0.3351056547619048,2.564265889844621,2.564265889844621,4.565724207450546,take_profit,14244,14257,13,0.03899751597368839,0.09977849156837659,2.789462914755055,3.0677913166752417,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-10-25 23:00:00+00:00,2025-10-26 09:30:00+00:00,1,44.404,46.089677083333335,0.33713541666666674,2.634193727792368,2.634193727792368,4.692476440599393,take_profit,14258,14300,42,0.037962280049845365,0.09842944156343125,3.060922333527364,3.3622072094854976,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-10-26 09:45:00+00:00,2025-10-26 11:30:00+00:00,1,45.962,47.67678422619048,0.3429568452380953,2.680337228323361,2.680337228323361,3.708921450793384,take_profit,14301,14308,7,0.037308738222672444,0.09955894181879699,3.3545471377055147,3.68852230101675,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-10-26 11:45:00+00:00,2025-10-27 05:15:00+00:00,1,47.636,49.363217261904765,0.34544345238095236,2.7579622465946985,2.7579622465946985,4.5159344872446425,take_profit,14309,14379,70,0.03625865441902687,0.09368098294636718,3.6798754165526124,4.024609762695434,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-11-21 10:00:00+00:00,2025-11-21 12:15:00+00:00,-1,33.438,31.79876636904762,0.3278467261904763,1.835870093911843,0.4589675234779609,4.383145797115935,take_profit,16798,16807,9,0.04902307646846049,0.08301785092528369,4.018329401097885,4.351922472286914,base,0.0,,,,,,,,,,,,0.0,True,2025-11-21 12:15:00+00:00,31.995474404761907,1.3769025704338822
custom_v35_3_control,2025-11-21 12:30:00+00:00,2025-11-21 13:45:00+00:00,-1,31.86,33.753078571428574,0.3321190476190477,1.7267302315578172,1.7267302315578172,0.0,stop_loss,16808,16813,5,-0.05941866200340784,-0.09993004208341194,4.345535065603364,3.9112855636226778,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-11-21 14:00:00+00:00,2025-11-22 16:15:00+00:00,-1,33.232,31.561642857142857,0.3340714285714287,1.7905631815266188,0.4476407953816546,4.4810776138550334,take_profit,16814,16919,105,0.050263515372446554,0.06737776141334995,3.9053326702884172,4.168465243186871,base,0.0,,,,,,,,,,,,0.0,True,2025-11-22 16:00:00+00:00,31.762085714285714,1.3429223861449642
custom_v35_3_control,2025-11-26 06:15:00+00:00,2025-11-26 12:15:00+00:00,1,34.804,33.148,0.36401190476190487,1.9122451515845238,1.9122451515845238,0.5906400235471002,indicator_exit,17263,17287,24,-0.04758073784622452,-0.09118179978472718,4.161689784853663,3.782219420124992,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-11-27 02:15:00+00:00,2025-11-27 09:15:00+00:00,1,36.244,35.383,0.3629345238095239,1.9972748593639802,1.9972748593639802,0.6006593082184013,indicator_exit,17343,17371,28,-0.0237556561085972,-0.04886239222275113,3.77579840812864,3.591303865356619,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-12-03 06:45:00+00:00,2025-12-04 01:15:00+00:00,1,34.198,35.613238095238096,0.2830476190476191,2.4164131897711973,2.4164131897711973,4.599932705248988,take_profit,17937,18011,74,0.041383650951462014,0.09516469414704298,3.583927502432204,3.9249908670463403,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-12-05 12:00:00+00:00,2025-12-05 19:00:00+00:00,-1,31.913,30.50202529761905,0.28219494047619054,2.03559283887468,0.5088982097186698,4.808732565191021,take_profit,18150,18178,28,0.04421316398899977,0.08219221044711733,3.9181996362399736,4.240245125315628,base,0.0,,,,,,,,,,,,0.0,True,2025-12-05 18:45:00+00:00,30.671342261904762,1.52669462915601
custom_v35_3_control,2025-12-05 19:15:00+00:00,2025-12-06 08:30:00+00:00,-1,30.812,30.818,0.28041369047619064,1.977849223617316,1.977849223617316,0.7381950561988581,indicator_exit,18179,18232,53,-0.00019472932623654238,-0.003912017516153998,4.233116544615933,4.216556518545474,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2025-12-29 01:30:00+00:00,2025-12-30 08:00:00+00:00,1,25.787,26.52203720238095,0.14700744047619052,3.0,3.0,4.4351496624118125,take_profit,20412,20534,122,0.028504176615385735,0.07713797179567194,4.205804299423183,4.530231512850204,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-04 22:30:00+00:00,2026-01-05 01:30:00+00:00,1,26.428,27.224822916666668,0.15936458333333328,3.0,3.0,3.7398522779266634,take_profit,21072,21084,12,0.030150708213510846,0.08886217400390528,4.518679422492435,4.920219099601824,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-05 01:45:00+00:00,2026-01-05 10:15:00+00:00,1,27.136,26.05378013392857,0.160328869047619,3.0,3.0,1.634141134758359,stop_loss,21085,21119,34,-0.039881333507938876,-0.12023921246504077,4.907672540897839,4.317577859543977,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-10 09:30:00+00:00,2026-01-12 11:00:00+00:00,-1,24.58,23.634828869047617,0.1890342261904762,2.3405285324054756,0.5851321331013688,4.385449221056263,take_profit,21596,21794,198,0.03845285317137437,0.07788467152394718,4.308988257498505,4.644592392534321,base,0.0,,,,,,,,,,,,0.0,True,2026-01-12 11:00:00+00:00,23.748249404761903,1.7553963993041068
custom_v35_3_control,2026-01-12 16:30:00+00:00,2026-01-13 18:45:00+00:00,-1,23.771,24.737328125,0.16953125000000008,2.5238886635944686,2.5238886635944686,3.008294930875584,stop_loss,21816,21921,105,-0.04065155546674526,-0.10187789712148565,4.634628323560767,4.162462136016719,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-14 04:15:00+00:00,2026-01-14 14:45:00+00:00,1,25.815,26.570572916666666,0.15111458333333333,3.0,3.0,4.605776521679176,take_profit,21959,22001,42,0.029268755245658085,0.08474239785165216,4.1518478575698765,4.503685400535593,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-19 02:30:00+00:00,2026-01-20 05:30:00+00:00,-1,23.941,23.161215773809523,0.15595684523809533,2.7631874660076505,0.6907968665019126,4.828258733051532,take_profit,22432,22540,108,0.03257107999626063,0.07801640744028981,4.493107552543432,4.843643662035704,base,0.0,,,,,,,,,,,,0.0,True,2026-01-20 05:15:00+00:00,23.25478988095238,2.072390599505738
custom_v35_3_control,2026-01-20 14:45:00+00:00,2026-01-20 17:15:00+00:00,-1,22.155,21.38978422619048,0.15304315476190483,2.6057356215664336,0.6514339053916083,3.8028489474451876,take_profit,22577,22587,10,0.034539190873821846,0.08218500364439896,4.832915595431614,5.230108781255233,base,0.0,,,,,,,,,,,,0.0,True,2026-01-20 17:15:00+00:00,21.48161011904762,1.9543017161748253
custom_v35_3_control,2026-01-20 17:45:00+00:00,2026-01-21 10:45:00+00:00,-1,21.434,20.66304761904762,0.15419047619047627,2.502177887584928,0.625544471896232,4.040457072266837,take_profit,22589,22657,68,0.03596866571579638,0.0780125325222063,5.218985118094431,5.626131364352683,base,0.0,,,,,,,,,,,,0.0,True,2026-01-21 10:45:00+00:00,20.755561904761905,1.876633415688696
custom_v35_3_control,2026-01-26 22:00:00+00:00,2026-01-27 02:00:00+00:00,1,24.804,25.634877976190474,0.1661755952380952,2.985275902211875,2.985275902211875,4.525333572132191,take_profit,23182,23198,16,0.03349774133972239,0.09881911859674375,5.611855143125704,6.166413722061989,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 02:30:00+00:00,2026-01-27 03:15:00+00:00,1,25.569,26.415875,0.16937499999999997,3.0,3.0,2.4738007380073834,take_profit,23200,23203,3,0.033121162345027155,0.09854798782313856,6.150689367070731,6.756827427920726,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 03:30:00+00:00,2026-01-27 05:30:00+00:00,1,26.253,27.105462797619047,0.17049255952380948,3.0,3.0,4.088154943222976,take_profit,23204,23212,8,0.032471062264085804,0.0953983656738282,6.7395975179795276,7.382544106494163,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 05:45:00+00:00,2026-01-27 07:30:00+00:00,1,26.911,27.777830357142857,0.1733660714285714,3.0,3.0,3.6916104444558724,take_profit,23213,23220,7,0.03221100505900387,0.09503133040463685,7.3637186190226025,8.063502596113716,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 07:45:00+00:00,2026-01-27 16:45:00+00:00,1,27.686,28.562815476190476,0.17536309523809518,3.0,3.0,3.7636197006211622,take_profit,23221,23257,36,0.0316699948056951,0.08710392478468676,8.042940664493626,8.743512363181377,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 17:00:00+00:00,2026-01-27 20:15:00+00:00,1,28.496,29.411997023809523,0.18319940476190474,3.0,3.0,3.493461132320692,take_profit,23258,23271,13,0.03214475799443872,0.0928646311936987,8.721216406655264,9.53110895181974,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 20:30:00+00:00,2026-01-27 22:30:00+00:00,1,29.263,30.19797767857143,0.1869955357142857,3.0,3.0,3.631102728770255,take_profit,23272,23280,8,0.03195084846295426,0.09516201508940392,9.506804623992599,10.411491309072998,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-27 23:00:00+00:00,2026-01-28 00:45:00+00:00,1,30.485,31.43218005952381,0.18943601190476192,3.0,3.0,4.0858123659672785,take_profit,23282,23289,7,0.031070364425908048,0.0926159346314368,10.384942006234862,11.346753116235572,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 01:00:00+00:00,2026-01-28 01:00:00+00:00,1,31.475,32.4364880952381,0.19229761904761902,3.0,3.0,0.0,take_profit,23290,23290,0,0.030547675781988692,0.08909302734596602,11.31781889578917,12.326157644168406,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 01:15:00+00:00,2026-01-28 02:15:00+00:00,1,31.994,32.96456547619048,0.19411309523809525,3.0,3.0,4.662230535708815,take_profit,23291,23295,4,0.030335859104534624,0.08858555636443644,12.294725942175775,13.383861080111688,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 02:30:00+00:00,2026-01-28 08:00:00+00:00,1,33.391,34.382488095238095,0.19829761904761908,3.0,3.0,4.488203157831545,take_profit,23296,23318,22,0.029693273493998307,0.08009614983733249,13.349732234357402,14.41899438768876,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 08:30:00+00:00,2026-01-28 10:15:00+00:00,1,33.721,34.79614880952381,0.21502976190476192,3.0,3.0,4.813287197231851,take_profit,23320,23327,7,0.03188365735072529,0.09463191255926073,14.382225952000153,15.743243500697362,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 10:30:00+00:00,2026-01-28 16:00:00+00:00,1,34.365,32.887302455357144,0.21891815476190477,3.0,3.0,2.0784023165865615,stop_loss,23328,23350,22,-0.04300007404751516,-0.1310646533589962,15.703098229770584,13.644977103623436,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-01-28 16:30:00+00:00,2026-01-28 23:45:00+00:00,1,33.142,34.28429166666667,0.22845833333333335,2.901360569031552,2.901360569031552,4.416560277220501,take_profit,23352,23381,29,0.03446658821636195,0.09661114783171909,13.611326454869712,14.926332327186918,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-02-03 04:30:00+00:00,2026-02-03 14:30:00+00:00,1,37.494,35.89,0.4845178571428572,1.5476828953672646,1.5476828953672646,1.4096487671838716,indicator_exit,23880,23920,40,-0.04278017816183921,-0.06804154913051785,14.906696282338567,13.89242157487012,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-02-23 03:45:00+00:00,2026-02-23 16:00:00+00:00,-1,27.238,26.341831845238094,0.17923363095238104,2.735446452737763,0.6838616131844408,4.948848021918718,take_profit,25797,25846,49,0.03290139344892817,0.07878384334478228,13.860119895850742,14.952073410465347,base,0.0,,,,,,,,,,,,0.0,True,2026-02-23 15:00:00+00:00,26.449372023809524,2.051584839553322
custom_v35_3_control,2026-02-23 17:00:00+00:00,2026-02-25 01:00:00+00:00,-1,26.416,27.440541071428573,0.17974404761904772,2.6453615922111453,0.6613403980527863,4.467463655330001,stop_loss,25850,25978,128,-0.038784867937180945,0.030720594465812656,14.918452815849976,15.376756554863064,base,0.0,,,,,,,,,,,,0.0,True,2026-02-23 17:45:00+00:00,25.62512619047619,1.984021194158359
custom_v35_3_control,2026-02-26 00:00:00+00:00,2026-02-26 09:15:00+00:00,1,27.883,28.805098214285714,0.18441964285714293,3.0,3.0,4.365044783345434,take_profit,26070,26107,37,0.03307026554838832,0.09552478408671283,15.337545825648162,16.802661579063265,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-02-28 21:30:00+00:00,2026-03-01 05:45:00+00:00,1,30.367,31.431166666666666,0.21283333333333335,2.8535943617854347,2.8535943617854347,4.853563038371171,take_profit,26348,26381,33,0.03504352312268799,0.09668448827431764,16.761905795770012,18.382522080136354,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-01 06:15:00+00:00,2026-03-01 23:00:00+00:00,1,30.93,32.052715773809524,0.22454315476190473,2.7549270012525438,2.7549270012525438,4.742963556957585,take_profit,26383,26450,67,0.036298602451003026,0.0940885338651043,18.33947594967112,20.065010353630015,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-09 15:30:00+00:00,2026-03-09 16:15:00+00:00,1,32.414,33.61234821428572,0.23966964285714284,2.7048899154341917,2.7048899154341917,0.8469992176731191,take_profit,27188,27191,3,0.03697008126999801,0.0983127653402085,20.01887775609519,21.986988987304496,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-09 16:30:00+00:00,2026-03-09 19:15:00+00:00,1,33.566,34.76408779761905,0.23961755952380953,2.8016310713376353,2.8016310713376353,4.048117349695381,take_profit,27192,27203,11,0.03569349334502303,0.09784573871484947,21.934629470519305,24.080839494498772,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-09 19:45:00+00:00,2026-03-11 12:15:00+00:00,1,34.288,35.49701785714285,0.24180357142857142,2.8360209733402257,2.8360209733402257,4.449892917805187,take_profit,27205,27367,162,0.035260670121991744,0.08936675213672318,24.02278979351604,26.16962849462579,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-16 12:30:00+00:00,2026-03-16 20:30:00+00:00,1,39.361,40.68405059523809,0.26461011904761905,2.975018502063908,2.975018502063908,1.7346275405189695,take_profit,27848,27880,32,0.0336132363313455,0.09690119861048929,26.10345163500669,28.632907386309775,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-03-16 21:00:00+00:00,2026-03-17 11:45:00+00:00,1,40.417,41.702096726190476,0.25701934523809516,3.0,3.0,4.4860436436482765,take_profit,27882,27941,59,0.03179594542371955,0.08918142837955312,28.559893472474684,31.10690556671785,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-06 04:30:00+00:00,2026-04-07 21:45:00+00:00,1,36.962,37.86834672619048,0.18126934523809515,3.0,3.0,4.457455279814143,take_profit,29832,29997,165,0.024521041236688523,0.06542494013890265,31.027582957522718,33.05756071517348,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-07 23:30:00+00:00,2026-04-08 18:30:00+00:00,1,39.156,37.98521651785714,0.17344940476190462,3.0,3.0,3.678306079376783,stop_loss,30004,30080,76,-0.029900487336368853,-0.09344292621468753,32.973263935349785,29.892145666381477,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-10 14:30:00+00:00,2026-04-11 19:15:00+00:00,1,41.924,42.88905208333333,0.19301041666666655,3.0,3.0,4.595606886502245,take_profit,30256,30371,115,0.02301908413637377,0.06363959086919135,29.815920694932203,31.713393689345942,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-13 19:30:00+00:00,2026-04-14 01:45:00+00:00,1,43.743,44.88845386904762,0.22909077380952392,3.0,3.0,4.740478989795313,take_profit,30564,30589,25,0.02618599247988529,0.07680413873778047,31.632524535438108,34.06203333848414,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-14 03:30:00+00:00,2026-04-16 05:30:00+00:00,1,44.345,45.529330357142854,0.23686607142857158,3.0,3.0,4.614421953334099,take_profit,30596,30796,200,0.02670719037417646,0.07324407074935135,33.97517515347101,36.463655286133445,base,0.0,,,,,,,,,,,,0.0,False,,,0.0
custom_v35_3_control,2026-04-19 12:00:00+00:00,2026-04-19 17:30:00+00:00,-1,43.384,42.14664880952381,0.24747023809523802,3.0,0.75,4.56620565243537,take_profit,31110,31132,22,0.02852091071538332,0.07646934774589553,36.3706729651538,39.15191460387839,base,0.0,,,,,,,,,,,,0.0,True,2026-04-19 17:15:00+00:00,42.29513095238095,2.25
