name,signals,trade_count,cfg_name,cfg_side_mode,cfg_trigger_style,cfg_fast_ma,cfg_slow_ma,cfg_structure_window,cfg_platform_window,cfg_structure_margin_bps,cfg_slope_lookback,cfg_min_slow_slope_bps,cfg_min_fast_slope_bps,cfg_pullback_touch_bps,cfg_reclaim_bps,cfg_min_body_atr,cfg_max_dist_slow_bps,cfg_min_atr_bps,cfg_max_atr_bps,cfg_min_rvol60,cfg_min_adx14,cfg_close_pos,cfg_require_body_dir,cfg_tp_bps,cfg_sl_bps,cfg_max_hold_bars,cfg_cooldown_bars,reason_target_limit,reason_stop_market,reason_time_open,full_trades,full_trades_per_day,full_equity_multiple,full_annualized_multiple,full_total_return,full_max_dd,full_win_rate,full_profit_factor,full_avg_trade,full_avg_win,full_avg_loss_abs,full_payoff_ratio,full_worst_trade,full_best_trade,full_target_rate,full_stop_rate,full_time_rate,full_long_trades,full_short_trades,full_avg_bars_held,train_first_60pct_trades,train_first_60pct_trades_per_day,train_first_60pct_equity_multiple,train_first_60pct_annualized_multiple,train_first_60pct_total_return,train_first_60pct_max_dd,train_first_60pct_win_rate,train_first_60pct_profit_factor,train_first_60pct_avg_trade,train_first_60pct_avg_win,train_first_60pct_avg_loss_abs,train_first_60pct_payoff_ratio,train_first_60pct_worst_trade,train_first_60pct_best_trade,train_first_60pct_target_rate,train_first_60pct_stop_rate,train_first_60pct_time_rate,train_first_60pct_long_trades,train_first_60pct_short_trades,train_first_60pct_avg_bars_held,val_next_20pct_trades,val_next_20pct_trades_per_day,val_next_20pct_equity_multiple,val_next_20pct_annualized_multiple,val_next_20pct_total_return,val_next_20pct_max_dd,val_next_20pct_win_rate,val_next_20pct_profit_factor,val_next_20pct_avg_trade,val_next_20pct_avg_win,val_next_20pct_avg_loss_abs,val_next_20pct_payoff_ratio,val_next_20pct_worst_trade,val_next_20pct_best_trade,val_next_20pct_target_rate,val_next_20pct_stop_rate,val_next_20pct_time_rate,val_next_20pct_long_trades,val_next_20pct_short_trades,val_next_20pct_avg_bars_held,fwd_last_20pct_trades,fwd_last_20pct_trades_per_day,fwd_last_20pct_equity_multiple,fwd_last_20pct_annualized_multiple,fwd_last_20pct_total_return,fwd_last_20pct_max_dd,fwd_last_20pct_win_rate,fwd_last_20pct_profit_factor,fwd_last_20pct_avg_trade,fwd_last_20pct_avg_win,fwd_last_20pct_avg_loss_abs,fwd_last_20pct_payoff_ratio,fwd_last_20pct_worst_trade,fwd_last_20pct_best_trade,fwd_last_20pct_target_rate,fwd_last_20pct_stop_rate,fwd_last_20pct_time_rate,fwd_last_20pct_long_trades,fwd_last_20pct_short_trades,fwd_last_20pct_avg_bars_held,recent_30d_trades,recent_30d_trades_per_day,recent_30d_equity_multiple,recent_30d_annualized_multiple,recent_30d_total_return,recent_30d_max_dd,recent_30d_win_rate,recent_30d_profit_factor,recent_30d_avg_trade,recent_30d_avg_win,recent_30d_avg_loss_abs,recent_30d_payoff_ratio,recent_30d_worst_trade,recent_30d_best_trade,recent_30d_target_rate,recent_30d_stop_rate,recent_30d_time_rate,recent_30d_long_trades,recent_30d_short_trades,recent_30d_avg_bars_held,recent_14d_trades,recent_14d_trades_per_day,recent_14d_equity_multiple,recent_14d_annualized_multiple,recent_14d_total_return,recent_14d_max_dd,recent_14d_win_rate,recent_14d_profit_factor,recent_14d_avg_trade,recent_14d_avg_win,recent_14d_avg_loss_abs,recent_14d_payoff_ratio,recent_14d_worst_trade,recent_14d_best_trade,recent_14d_target_rate,recent_14d_stop_rate,recent_14d_time_rate,recent_14d_long_trades,recent_14d_short_trades,recent_14d_avg_bars_held,paper_candidate_pass,frequency_fit,score,base_name,robust_pass,monthly_pass,negative_months,worst_month_return,reason_gap_stop_market
HYPE_5M_MA_PBS_R00199__nb_0296,151,129,HYPE_5M_MA_PBS_R00199__nb_0296,both,engulf_reclaim,21,144,60,10,5.0,10,-7.0,-10.0,55.0,18.0,0.15,120.0,15.0,9749.0,1.25,0.0,0.6000000000000001,True,100.0,80.0,25,8,34.0,59.0,36.0,129,0.32929747744234283,0.811948843303104,0.8234687485184103,-0.18805115669689598,-0.1916805398267688,0.3798449612403101,0.6423956434462679,-0.00158453129568481,0.007493664365641194,0.007144926138246988,1.048809213789825,-0.008566417565905801,0.00943629236721987,0.26356589147286824,0.4573643410852713,0.27906976744186046,58,71,14.937984496124031,83,0.3531226179291273,0.8978738295497621,0.8458606682941296,-0.10212617045023786,-0.11693829715873405,0.39759036144578314,0.7079612676897735,-0.0012667067006341109,0.007723413093049708,0.007200185764465431,1.0726685874087478,-0.008566417565905801,0.00943629236721987,0.30120481927710846,0.4457831325301205,0.25301204819277107,35,48,14.240963855421686,23,0.29355976671216605,0.9415805175322471,0.7553134909128855,-0.05841948246775286,-0.07795157538254438,0.34782608695652173,0.44558882147892115,-0.002589940473680585,0.005984528511011143,0.007162990598849507,0.8354790402729771,-0.008566417565905579,0.009436292367219759,0.17391304347826086,0.4782608695652174,0.34782608695652173,13,10,16.08695652173913,23,0.29355976671216605,0.960408268310431,0.8283461807378042,-0.039591731689568976,-0.04388472329309934,0.34782608695652173,0.6187894036911536,-0.001726054352002427,0.008055086719711118,0.006942662923582985,1.160230131920913,-0.008566417565905579,0.00943629236721987,0.21739130434782608,0.4782608695652174,0.30434782608695654,10,13,16.304347826086957,2,0.06666666666666667,1.0007858351013281,1.009609664206841,0.0007858351013281251,-0.008818696836077167,0.5,1.101167451534651,0.00043332131696216785,0.009433060199829915,0.008566417565905579,1.101167451534651,-0.008566417565905579,0.009433060199829915,0.5,0.5,0.0,1,1,3.0,1,0.07142857142857142,0.9914335824340944,0.7989519446935179,-0.008566417565905593,-0.008818696836077056,0.0,0.0,-0.008566417565905579,0.0,0.008566417565905579,0.0,-0.008566417565905579,-0.008566417565905579,0.0,1.0,0.0,0,1,4.0,False,0.3328967087169379,69.75337264709637,HYPE_5M_MA_PBS_R00199,False,False,11,-0.04155181463908242,
HYPE_5M_MA_PBS_R00199__nb_0376,375,278,HYPE_5M_MA_PBS_R00199__nb_0376,both,engulf_reclaim,55,377,55,13,5.0,50,8.0,20.0,20.0,8.0,0.35,370.0,0.0,9939.0,0.75,0.0,0.66,True,180.0,180.0,50,13,75.0,95.0,108.0,278,0.7096488273563667,0.52435884003495,0.5477592684733767,-0.47564115996504996,-0.4982746462111939,0.4352517985611511,0.7229209660858406,-0.0022087983415689225,0.013240447046104565,0.014115541602132568,0.938004889879975,-0.018567923084308633,0.017437496781942268,0.2697841726618705,0.34172661870503596,0.38848920863309355,145,133,33.48201438848921,167,0.7104997252308948,0.6667639296452872,0.5326734440811692,-0.3332360703547128,-0.3775864823326601,0.437125748502994,0.7246567900822708,-0.002306096368298861,0.01388446204891344,0.014879615139112668,0.9331197022977186,-0.018567923084308633,0.017437496781942268,0.2994011976047904,0.3592814371257485,0.3413173652694611,92,75,32.89221556886228,57,0.727517682721455,0.8151429201388872,0.38564216355995184,-0.18485707986111277,-0.191781165430303,0.42105263157894735,0.5824620187260157,-0.0034778767654770064,0.011522571909166264,0.014387293983399383,0.8008852757482716,-0.018567923084308633,0.017437496781942268,0.21052631578947367,0.3508771929824561,0.43859649122807015,24,33,33.50877192982456,54,0.6892272783676943,0.9647676570344901,0.8460207708443507,-0.03523234296550992,-0.0844537230668041,0.4444444444444444,0.910443351828118,-0.0005683124040381743,0.012999443216165881,0.01142251690020142,1.1380541897851475,-0.018567923084308633,0.017437496781942268,0.24074074074074073,0.2777777777777778,0.48148148148148145,29,25,35.27777777777778,22,0.7333333333333333,0.9998380963233582,0.9980306049575313,-0.00016190367664181693,-0.05308405759367485,0.5454545454545454,1.0165775895317797,0.0001338666238333665,0.01504987506032786,0.017765343499960028,0.8471479912764829,-0.018567923084308633,0.017437496781942268,0.4090909090909091,0.4090909090909091,0.18181818181818182,14,8,22.5,9,0.6428571428571429,0.991326799770942,0.7967099566373146,-0.008673200229058042,-0.046157597287508234,0.5555555555555556,0.8837654944215072,-0.0008558309961853891,0.011712847398431824,0.01656667898945691,0.7070123955372057,-0.018567923084308633,0.017437496781942157,0.2222222222222222,0.3333333333333333,0.4444444444444444,5,4,34.666666666666664,False,0.4132144216722817,69.65228041405511,HYPE_5M_MA_PBS_R00199,False,False,9,-0.14219557078039058,
HYPE_5M_MA_PBS_R00199__nb_0395,193,156,HYPE_5M_MA_PBS_R00199__nb_0395,both,engulf_reclaim,34,233,50,8,5.0,25,13.0,-5.0,65.0,8.0,0.35,240.0,0.0,9749.0,1.0,24.0,0.6000000000000001,True,260.0,200.0,20,1,10.0,14.0,132.0,156,0.3982202052791122,0.7113681925610797,0.7279425344649408,-0.28863180743892025,-0.32948400649850906,0.3717948717948718,0.6268680878388486,-0.002114803835672477,0.009556095078771441,0.009022070540139288,1.0591909070380543,-0.020568224187989287,0.025438701196664665,0.0641025641025641,0.08974358974358974,0.8461538461538461,71,85,19.55128205128205,87,0.37014057541968765,0.7844563424855711,0.685748580300415,-0.21554365751442894,-0.24411372062073688,0.2988505747126437,0.5568525696628663,-0.0027188378949925653,0.011431973574532186,0.008750331308232624,1.3064617980551865,-0.020568224187989287,0.025438701196664554,0.06896551724137931,0.08045977011494253,0.8505747126436781,42,45,19.850574712643677,26,0.33185017106592685,0.9113904600343296,0.6488555906900052,-0.08860953996567045,-0.09459423374726683,0.4230769230769231,0.5175283984573523,-0.003486423483801117,0.008839409042147115,0.012525367336163155,0.705720543350935,-0.020568224187989065,0.025438701196664665,0.038461538461538464,0.15384615384615385,0.8076923076923077,11,15,18.653846153846153,43,0.5488291290705714,0.9949956581905459,0.9768832871788701,-0.005004341809454083,-0.07671094981000892,0.4883720930232558,0.9832413133442082,-6.333699817963438e-05,0.007608985817489931,0.007386917867682402,1.030062328265361,-0.020568224187989065,0.025438701196664665,0.06976744186046512,0.06976744186046512,0.8604651162790697,18,25,19.488372093023255,4,0.13333333333333333,0.9890382502360828,0.8744185157703865,-0.010961749763917172,-0.038291039001184135,0.25,0.7092858723332661,-0.002605807086791928,0.025430647867326395,0.011951292071498037,2.127857616999798,-0.020562416676725818,0.025430647867326395,0.25,0.25,0.5,3,1,16.5,3,0.21428571428571427,0.9645101326872454,0.38956100524457593,-0.03548986731275461,-0.038291039001184135,0.0,0.0,-0.011951292071498037,0.0,0.011951292071498037,0.0,-0.020562416676725818,-0.004846307246542383,0.0,0.3333333333333333,0.6666666666666666,2,1,17.333333333333332,False,0.34680052310978604,69.49625606271204,HYPE_5M_MA_PBS_R00199,False,False,10,-0.08739095461153745,
HYPE_5M_MA_PBS_R00199__nb_0416,333,271,HYPE_5M_MA_PBS_R00199__nb_0416,both,engulf_reclaim,21,144,65,21,5.0,50,3.0,-25.0,20.0,0.0,0.15,370.0,0.0,9939.0,1.25,18.0,0.66,True,220.0,160.0,40,8,49.0,107.0,115.0,271,0.6917799719912783,0.49419174444532116,0.5183187533896614,-0.5058082555546788,-0.5722452878385198,0.3948339483394834,0.680466204479574,-0.002492818442820737,0.013445158455361525,0.012891376541025018,1.042957547052805,-0.016567621980628198,0.021438098989303576,0.18081180811808117,0.3948339483394834,0.42435424354243545,133,138,27.92619926199262,174,0.7402811508393753,0.6324980856899595,0.49074459101569934,-0.36750191431004053,-0.4488879493851854,0.3850574712643678,0.6864242660994818,-0.0025188657227464884,0.01431955898490934,0.013062552221932843,1.0962297980991726,-0.016567621980627976,0.021438098989303576,0.20114942528735633,0.41954022988505746,0.3793103448275862,89,85,27.080459770114942,54,0.6892272783676943,0.7413104684567915,0.24771895854206336,-0.2586895315432085,-0.26985567970899227,0.2962962962962963,0.4200702841300499,-0.0054360799235734425,0.013289425541601644,0.013320503277331372,0.9976669248088684,-0.016567621980628198,0.021438098989303465,0.1111111111111111,0.48148148148148145,0.4074074074074074,21,33,26.925925925925927,43,0.5488291290705714,1.0539891439130877,1.2777879906293992,0.053989143913087734,-0.06299977961345349,0.5581395348837209,1.267586925254433,0.0013087710145682548,0.011107945586213802,0.011069133707510333,1.003506315826426,-0.016567621980627976,0.021438098989303465,0.18604651162790697,0.18604651162790697,0.627906976744186,23,20,32.604651162790695,10,0.3333333333333333,1.068683534120591,2.2451120021360755,0.06868353412059092,-0.029905543454717187,0.7,2.695853919267263,0.006772427335184855,0.015379925431312629,0.013311734889113282,1.1553659654002555,-0.016563019759851808,0.021438098989303465,0.4,0.2,0.4,7,3,26.4,6,0.42857142857142855,1.0595937647108677,4.5276081423810135,0.05959376471086775,-0.029905543454717076,0.8333333333333334,4.546128852317139,0.009789100375318166,0.015059524402352139,0.016563019759851697,0.9092257704634278,-0.016563019759851697,0.021438098989303465,0.5,0.16666666666666666,0.3333333333333333,4,2,23.666666666666668,False,0.4092562228100007,69.4855561383239,HYPE_5M_MA_PBS_R00199,False,False,12,-0.1319408864853464,
HYPE_5M_MA_PBS_R03072__nb_0354,260,208,HYPE_5M_MA_PBS_R03072__nb_0354,both,reclaim,13,89,26,3,35.0,20,-20.0,40.0,0.0,0.0,0.85,710.0,25.0,80.0,1.5,32.0,0.56,False,200.0,80.0,25,7,29.0,131.0,48.0,208,0.530960273705483,0.6845477157930292,0.702320184528431,-0.3154522842069708,-0.34826347944143554,0.3125,0.6816635041634445,-0.0017674448087089361,0.01211098457112988,0.008075821799544764,1.4996597091595778,-0.008566417565905801,0.019437797885623033,0.13942307692307693,0.6298076923076923,0.23076923076923078,94,114,12.485576923076923,139,0.5913740227969723,0.7332778232174919,0.6174954502984057,-0.2667221767825081,-0.2984590017041894,0.2949640287769784,0.621177535513757,-0.002177642556603947,0.012105913179056611,0.008153415874584385,1.4847658165938582,-0.008566417565905801,0.019437797885623033,0.1366906474820144,0.6546762589928058,0.20863309352517986,56,83,12.280575539568344,37,0.47224832036304976,0.9872918860484642,0.9421195869264416,-0.012708113951535815,-0.09352671843346616,0.3783783783783784,0.9457695597164825,-0.00028231176470468384,0.013012024328074781,0.008374516342918272,1.5537642766770785,-0.008566417565905579,0.01943779788562281,0.1891891891891892,0.5945945945945946,0.21621621621621623,17,20,11.513513513513514,32,0.40843097977344844,0.9455611216285774,0.7703151359878437,-0.05443887837142258,-0.10210905022959027,0.3125,0.6660985838847642,-0.0017028334234199002,0.010870321618907417,0.007417903897205044,1.4654168845464812,-0.008566417565905579,0.019437797885622922,0.09375,0.5625,0.34375,21,11,14.5,10,0.3333333333333333,1.0149092881564614,1.197433735676876,0.01490928815646142,-0.024768144629793487,0.4,1.303904834939409,0.0015617590098602392,0.01675183223370693,0.008564956472704222,1.9558572524091133,-0.008566417565905579,0.019437797885622922,0.3,0.6,0.1,6,4,9.6,6,0.42857142857142855,1.0215830969569857,1.7455977361626502,0.02158309695698568,-0.01634171703576004,0.5,1.8513241019108773,0.0036457769385153465,0.015856510349734933,0.00856495647270424,1.8513241019108773,-0.008566417565905579,0.01943779788562281,0.3333333333333333,0.5,0.16666666666666666,4,2,12.0,False,0.37441642577822265,69.15239876910233,HYPE_5M_MA_PBS_R03072,False,False,10,-0.09660031094525046,
HYPE_5M_MA_PBS_R03072__nb_0146,645,428,HYPE_5M_MA_PBS_R03072__nb_0146,both,reclaim,21,144,16,8,35.0,20,10.0,50.0,50.0,10.0,1.15,710.0,35.0,320.0,1.25,26.0,0.74,False,180.0,240.0,35,12,128.0,102.0,198.0,428,1.0925528708939747,0.40017971787043094,0.42574938343984686,-0.5998202821295691,-0.6489423429282037,0.4766355140186916,0.7569938045527089,-0.0020027685408768622,0.013089388005824,0.01574741111019372,0.8312088834304254,-0.024568826395350598,0.01743749678194238,0.29906542056074764,0.2383177570093458,0.46261682242990654,193,235,25.450934579439252,289,1.2295474286929855,0.4551393395413805,0.2942880888154321,-0.5448606604586195,-0.5894367860621449,0.46366782006920415,0.6933034582494403,-0.0025880542499919527,0.01261772063319557,0.015733691890941166,0.8019554927512182,-0.024568826395350598,0.01743749678194238,0.27335640138408307,0.2422145328719723,0.4844290657439446,120,169,26.041522491349482,75,0.9572601088440198,0.8794509055848805,0.5494427840246949,-0.12054909441511952,-0.24971416655793277,0.4666666666666667,0.8208075460542115,-0.0015592494741154294,0.015304898325233036,0.016315378798545336,0.9380657669190988,-0.024568826395350376,0.017437496781942268,0.37333333333333335,0.26666666666666666,0.36,36,39,21.666666666666668,64,0.8168619595468969,0.9997676922369773,0.9989174750324016,-0.00023230776302274325,-0.13187559367192203,0.546875,1.017671999882885,0.00012041333298492,0.012679689913049541,0.015037334263644791,0.8432139427601048,-0.024568826395350376,0.017437496781942268,0.328125,0.1875,0.484375,37,27,27.21875,31,1.0333333333333334,0.9118004659497022,0.3249227979288719,-0.08819953405029779,-0.13187559367192148,0.41935483870967744,0.6810236709960399,-0.00283797301946509,0.014448752624494528,0.015322830428991482,0.9429558521483629,-0.024568826395350376,0.017437496781942268,0.2903225806451613,0.25806451612903225,0.45161290322580644,16,15,25.774193548387096,14,1.0,0.9171711576145624,0.10479907978769422,-0.08282884238543764,-0.10439989479948197,0.2857142857142857,0.37707299416626977,-0.006056944050078055,0.012832458738745736,0.013612705165607572,0.9426824854156745,-0.024568826395350376,0.017437496781942268,0.14285714285714285,0.21428571428571427,0.6428571428571429,8,6,31.214285714285715,False,0.501545410048224,69.06960743854577,HYPE_5M_MA_PBS_R03072,False,False,8,-0.22517509883160047,
HYPE_5M_MA_PBS_R00199__nb_0057,103,74,HYPE_5M_MA_PBS_R00199__nb_0057,both,engulf_reclaim,89,610,70,21,5.0,30,3.0,-5.0,45.0,3.0,0.35,180.0,30.0,9939.0,0.5,18.0,0.5,True,220.0,180.0,20,8,8.0,7.0,59.0,74,0.1888993281452199,0.9579525734415255,0.9607395914169543,-0.04204742655847449,-0.07542122934630568,0.5135135135135135,0.8849959977053478,-0.0005200049374266091,0.0077926279595803725,0.009294450773156203,0.8384172609840137,-0.018567923084308633,0.021438098989303465,0.10810810810810811,0.0945945945945946,0.7972972972972973,38,36,19.39189189189189,55,0.23399691549520485,0.9720030866201017,0.9568329176098561,-0.02799691337989829,-0.07542122934630568,0.4909090909090909,0.8979696804409285,-0.00045682232767922513,0.008189901414251743,0.008794734507398374,0.9312278167535555,-0.018567923084308633,0.021438098989303465,0.10909090909090909,0.07272727272727272,0.8181818181818182,26,29,19.545454545454547,11,0.1403981492971229,1.0318712602595468,1.1574978856473124,0.031871260259546785,-0.031003251130296672,0.7272727272727273,1.9707616085266466,0.002920482557212038,0.008152274895206606,0.011030963677440143,0.7390356031974925,-0.018562718218288813,0.021431250950452386,0.18181818181818182,0.09090909090909091,0.7272727272727273,6,5,18.09090909090909,8,0.10210774494336211,0.9551044043840905,0.8072348638454167,-0.0448955956159095,-0.04796035136707799,0.375,0.17689558770223857,-0.005685055684568011,0.0032581083725347457,0.011050954118829665,0.2948259795037309,-0.018567923084308633,0.004034935628289977,0.0,0.25,0.75,6,2,20.125,3,0.1,0.9662081062791218,0.6580145397797276,-0.03379189372087821,-0.034358374899730815,0.3333333333333333,0.0837158394579684,-0.011340739498779296,0.003108422806259668,0.01856532065129878,0.1674316789159368,-0.018567923084308633,0.003108422806259668,0.0,0.6666666666666666,0.3333333333333333,2,1,18.666666666666668,3,0.21428571428571427,0.9662081062791218,0.40785390198252275,-0.03379189372087821,-0.034358374899730815,0.3333333333333333,0.0837158394579684,-0.011340739498779296,0.003108422806259668,0.01856532065129878,0.1674316789159368,-0.018567923084308633,0.003108422806259668,0.0,0.6666666666666666,0.3333333333333333,2,1,18.666666666666668,False,0.30554062917694413,68.90718186138139,HYPE_5M_MA_PBS_R00199,False,False,7,-0.04498455740650731,
HYPE_5M_MA_PBS_R00199__nb_0071,186,139,HYPE_5M_MA_PBS_R00199__nb_0071,both,engulf_reclaim,34,233,60,10,5.0,35,8.0,-15.0,55.0,8.0,0.0,120.0,5.0,9879.0,0.75,12.0,0.5,True,140.0,180.0,30,0,29.0,26.0,84.0,139,0.35482441367818335,0.7347931023421266,0.7502675221377575,-0.2652068976578734,-0.2845678558706769,0.41007194244604317,0.62870198521242,-0.0021530142038792372,0.008890149085626525,0.009829359417316169,0.9044484699547096,-0.018567923084308633,0.013436894574581179,0.20863309352517986,0.18705035971223022,0.60431654676259,70,69,25.31654676258993,78,0.3318501710659269,0.8369839742353367,0.7584136317116891,-0.16301602576466334,-0.19401599525652824,0.41025641025641024,0.6353217903065854,-0.0022120981226086975,0.009393619152977586,0.01028564057519046,0.9132750735657166,-0.018567923084308633,0.013436894574581179,0.23076923076923078,0.21794871794871795,0.5512820512820513,42,36,24.871794871794872,30,0.38290404353760793,0.9058780926998626,0.6307617622675538,-0.09412190730013736,-0.11191010356930697,0.3333333333333333,0.463416421498664,-0.0032382667511770334,0.008390115071429618,0.009052457662480359,0.926832842997328,-0.018567923084308633,0.013436894574581179,0.13333333333333333,0.13333333333333333,0.7333333333333333,13,17,26.133333333333333,31,0.39566751165552816,0.9691213720821321,0.8639666641536415,-0.030878627917867885,-0.057926429702868765,0.4838709677419355,0.8051802015947069,-0.0009541070400136965,0.008149435618075533,0.009488678281972349,0.8588588817010206,-0.018567923084308633,0.013436894574581068,0.22580645161290322,0.16129032258064516,0.6129032258064516,15,16,25.64516129032258,5,0.16666666666666666,0.9708992522416721,0.6979840178427579,-0.02910074775832794,-0.04198070598731252,0.4,0.48244112579061155,-0.005765996020752775,0.013436894574581013,0.018567923084308633,0.7236616886859174,-0.018567923084308633,0.013436894574581068,0.4,0.6,0.0,0,5,14.6,2,0.14285714285714285,0.9946194762653194,0.8687038342181553,-0.0053805237346805646,-0.019704495556234214,0.5,0.7236616886859144,-0.002565514254863838,0.013436894574580957,0.018567923084308633,0.7236616886859144,-0.018567923084308633,0.013436894574580957,0.5,0.5,0.0,0,2,14.5,False,0.33801062006469146,68.83867779272953,HYPE_5M_MA_PBS_R00199,False,False,11,-0.07058236736385448,
HYPE_5M_MA_PBS_R03072__nb_0079,74,68,HYPE_5M_MA_PBS_R03072__nb_0079,both,reclaim,13,89,16,13,35.0,10,-20.0,5.0,0.0,25.0,1.35,770.0,35.0,320.0,1.75,38.0,0.6799999999999999,False,260.0,160.0,55,0,16.0,33.0,19.0,68,0.1735831664037156,0.9117222723903593,0.9174385925809944,-0.0882777276096407,-0.15267899863369305,0.4117647058823529,0.8554212550304585,-0.0012096035222484026,0.017380789939818026,0.014222878945694902,1.2220303643292265,-0.016567621980628198,0.025438701196664665,0.23529411764705882,0.4852941176470588,0.27941176470588236,33,35,29.955882352941178,47,0.19996100051408414,0.8950924972704467,0.8417924793846511,-0.10490750272955329,-0.11180538299898957,0.40425531914893614,0.7529782896626583,-0.0022084491989837218,0.01665248306870525,0.015006938952058384,1.10965221634497,-0.016567621980628198,0.025438701196664665,0.2127659574468085,0.5319148936170213,0.2553191489361702,21,26,29.340425531914892,12,0.15316161741504317,0.9980941794489511,0.9911462875807177,-0.0019058205510489312,-0.05072456628410693,0.4166666666666667,1.0019681094537192,1.6760452491773538e-05,0.020478664576344636,0.014598885350260271,1.402755353235207,-0.016567621980628198,0.025438701196664665,0.3333333333333333,0.5,0.16666666666666666,7,5,23.916666666666668,9,0.11487121306128237,1.0205237693942875,1.099340283466287,0.02052376939428746,-0.023297661607778353,0.4444444444444444,1.4587053001652834,0.002371438601049142,0.016967904281945452,0.009305733943667908,1.8233816252066042,-0.016567621980627976,0.025430647867326617,0.2222222222222222,0.2222222222222222,0.5555555555555556,5,4,41.22222222222222,5,0.16666666666666666,0.9984583313076534,0.9813910258155524,-0.0015416686923466205,-0.023297661607778464,0.4,0.9773023120235366,-0.00017308401154785062,0.01863134747858782,0.012709371671638298,1.4659534680353048,-0.016567621980627976,0.025430647867326617,0.2,0.4,0.4,2,3,36.6,4,0.2857142857142857,0.9867826722620024,0.7067135971768891,-0.013217327737997553,-0.023297661607778353,0.25,0.6669788909674318,-0.0031743667868970684,0.025430647867326617,0.012709371671638298,2.000936672902295,-0.016567621980627976,0.025430647867326617,0.25,0.5,0.25,2,2,31.75,False,0.3026368531563435,68.80779466322025,HYPE_5M_MA_PBS_R03072,False,False,7,-0.06727646041442359,
HYPE_5M_MA_PBS_R03072__nb_0277,237,194,HYPE_5M_MA_PBS_R03072__nb_0277,both,reclaim,21,144,16,8,35.0,10,-5.0,20.0,20.0,15.0,0.65,770.0,25.0,320.0,2.0,26.0,0.5,False,220.0,200.0,55,7,49.0,71.0,74.0,194,0.49522256297530626,0.599184780385707,0.6203032248590907,-0.400815219614293,-0.4673122553055403,0.4329896907216495,0.7258908530812632,-0.002490327391305477,0.015230939225360557,0.01602293098948681,0.9505713552254638,-0.020568224187989287,0.021438098989303576,0.25257731958762886,0.36597938144329895,0.38144329896907214,94,100,35.8041237113402,126,0.5360656609526511,0.6993762619825955,0.5737043400444086,-0.3006237380174045,-0.34944362523631844,0.4365079365079365,0.7166023621802067,-0.002681385411476154,0.015532777000655057,0.016790947843408784,0.9250685039053578,-0.020568224187989287,0.021438098989303576,0.2619047619047619,0.38095238095238093,0.35714285714285715,55,71,33.91269841269841,35,0.44672138412720924,0.9182458398249268,0.6719237968096865,-0.0817541601750732,-0.11974780949812636,0.45714285714285713,0.7475686939560146,-0.0022852472572812746,0.014804343382386512,0.016676481480159405,0.8877378240727674,-0.020568224187989287,0.021438098989303465,0.2571428571428571,0.4,0.34285714285714286,21,14,35.0,33,0.42119444789136873,0.9330199211219282,0.7238286462559975,-0.06698007887807178,-0.1299194963502388,0.3939393939393939,0.7424764611739852,-0.0019783423655279513,0.014478974290467263,0.012675598191924839,1.1422714787292083,-0.020568224187989287,0.021438098989303465,0.21212121212121213,0.2727272727272727,0.5151515151515151,18,15,43.878787878787875,8,0.26666666666666666,0.9695431849668156,0.6862070073686852,-0.030456815033184426,-0.0444380804176856,0.375,0.6213049036004272,-0.003712877730485297,0.01624405605706838,0.015687038003017503,1.0355081726673787,-0.020568224187989287,0.021438098989303243,0.25,0.375,0.375,4,4,43.125,5,0.35714285714285715,0.9653238587383982,0.39822687706521115,-0.03467614126160179,-0.0444380804176856,0.4,0.44237554707994803,-0.006880959174160456,0.013647034590950947,0.02056628835090139,0.6635633206199221,-0.020568224187989287,0.021431250950452386,0.2,0.6,0.2,3,2,37.6,False,0.3668758295822781,68.37094084477225,HYPE_5M_MA_PBS_R03072,False,False,10,-0.09725534579727069,
