config,signal_ts,entry_ts,exit_ts,side,entry_price,exit_price,reason,bars_held,net_ret_1x,mae_1x,mfe_1x,side_label
HYPE_5M_MA_PBS_R01150,2025-06-01 21:15:00+00:00,2025-06-01 21:20:00+00:00,2025-06-01 21:55:00+00:00,1,33.716138640000004,33.89366489910397,target_limit,8,0.004433814053737182,-0.005579506605280519,0.011948620934962406,long
HYPE_5M_MA_PBS_R01150,2025-06-06 13:55:00+00:00,2025-06-06 14:00:00+00:00,2025-06-06 14:15:00+00:00,1,35.16869556300001,35.35386999912178,target_limit,4,0.004433814053737182,-0.00711651815336524,0.007685938664281133,long
HYPE_5M_MA_PBS_R01150,2025-06-06 14:50:00+00:00,2025-06-06 14:55:00+00:00,2025-06-06 15:35:00+00:00,1,35.37591767400001,34.81909280560569,stop_market,9,-0.016563019759851697,-0.01782530998086064,0.0010482364398773925,long
HYPE_5M_MA_PBS_R01150,2025-06-07 04:50:00+00:00,2025-06-07 04:55:00+00:00,2025-06-07 06:35:00+00:00,1,34.244705184000004,34.002974416,time_open,21,-0.0078853194628739,-0.009575352936478725,0.0016146968035755105,long
HYPE_5M_MA_PBS_R01150,2025-06-14 00:50:00+00:00,2025-06-14 00:55:00+00:00,2025-06-14 01:10:00+00:00,1,42.594655077000006,41.92420566488529,stop_market,4,-0.016563019759851697,-0.019540419590352368,-0.0006492616726209155,long
HYPE_5M_MA_PBS_R01150,2025-06-26 08:00:00+00:00,2025-06-26 08:05:00+00:00,2025-06-26 09:10:00+00:00,1,37.870591590000004,37.27449999536089,stop_market,14,-0.016563019759851697,-0.016669796605960255,0.0011198243338557123,long
HYPE_5M_MA_PBS_R01150,2025-06-29 09:40:00+00:00,2025-06-29 09:45:00+00:00,2025-06-29 11:25:00+00:00,1,38.663441406000004,38.706215744,time_open,21,0.00027654378799855733,-0.00717664101296646,0.0037130319697231684,long
HYPE_5M_MA_PBS_R01150,2025-07-06 14:20:00+00:00,2025-07-06 14:25:00+00:00,2025-07-06 16:05:00+00:00,1,39.486323412000004,39.282367808000004,time_open,21,-0.005992402237328731,-0.012199081124925642,0.0024990067312777864,long
HYPE_5M_MA_PBS_R01150,2025-07-09 17:20:00+00:00,2025-07-09 17:25:00+00:00,2025-07-09 18:10:00+00:00,1,39.80666677200001,40.01626161068795,target_limit,10,0.004433814053737182,-0.005254724235608924,0.007042368797308685,long
HYPE_5M_MA_PBS_R01150,2025-07-09 18:20:00+00:00,2025-07-09 18:25:00+00:00,2025-07-09 19:20:00+00:00,1,40.31020649100001,40.5224526274412,target_limit,12,0.004433814053737182,-0.0034711202508188746,0.0052044761677625395,long
HYPE_5M_MA_PBS_R01150,2025-07-16 00:00:00+00:00,2025-07-16 00:05:00+00:00,2025-07-16 00:15:00+00:00,1,47.995443912000006,48.248155282738736,target_limit,3,0.004433814053737182,-0.004299278199559679,0.005866308654551178,long
HYPE_5M_MA_PBS_R01150,2025-07-21 06:15:00+00:00,2025-07-21 06:20:00+00:00,2025-07-21 08:00:00+00:00,1,47.36076363000001,47.011407736,time_open,21,-0.008202747432973855,-0.011304765069121052,0.0018841835131109264,long
HYPE_5M_MA_PBS_R01150,2025-08-08 00:10:00+00:00,2025-08-08 00:15:00+00:00,2025-08-08 00:35:00+00:00,1,40.88181917400001,41.097075034133255,target_limit,5,0.004433814053737403,-0.008653511264367546,0.007905245718750287,long
HYPE_5M_MA_PBS_R01150,2025-08-08 11:50:00+00:00,2025-08-08 11:55:00+00:00,2025-08-08 13:25:00+00:00,1,41.370342798,41.58817089134117,target_limit,19,0.004433814053737403,-0.008858942270937325,0.005019470179735697,long
HYPE_5M_MA_PBS_R01150,2025-08-10 15:40:00+00:00,2025-08-10 15:45:00+00:00,2025-08-10 15:55:00+00:00,1,44.84006181600001,45.07615909028103,target_limit,3,0.004433814053737182,-0.001910239445348309,0.006332243366771628,long
HYPE_5M_MA_PBS_R01150,2025-08-13 10:35:00+00:00,2025-08-13 10:40:00+00:00,2025-08-13 10:50:00+00:00,1,45.371631579,45.61052773818554,target_limit,3,0.004433814053737182,-0.003404008933613382,0.008339317054119944,long
HYPE_5M_MA_PBS_R01150,2025-08-19 10:35:00+00:00,2025-08-19 10:40:00+00:00,2025-08-19 12:20:00+00:00,1,43.369485579000006,43.450467896,time_open,21,0.0010371679691513354,-0.01128602795739843,0.0040008411140577405,long
HYPE_5M_MA_PBS_R01150,2025-08-19 13:15:00+00:00,2025-08-19 13:20:00+00:00,2025-08-19 13:40:00+00:00,1,43.97313259800001,43.280985640925785,stop_market,5,-0.016563019759851808,-0.017951110329644818,0.0046589221621502475,long
HYPE_5M_MA_PBS_R01150,2025-08-22 23:50:00+00:00,2025-08-22 23:55:00+00:00,2025-08-23 01:25:00+00:00,1,45.44470990800001,44.72939999443307,stop_market,19,-0.01656301975985192,-0.019948506059747975,-0.000675764199225326,long
HYPE_5M_MA_PBS_R01150,2025-08-31 01:30:00+00:00,2025-08-31 01:35:00+00:00,2025-08-31 03:15:00+00:00,1,44.83805967000001,44.719802912,time_open,21,-0.00346564815342041,-0.00862330532244228,-0.00033586801281859646,long
HYPE_5M_MA_PBS_R01150,2025-09-01 08:30:00+00:00,2025-09-01 08:35:00+00:00,2025-09-01 10:15:00+00:00,1,45.32758436700001,44.93185888,time_open,21,-0.009556048311541514,-0.012539383478963011,0.003362535972928571,long
HYPE_5M_MA_PBS_R01150,2025-09-02 04:20:00+00:00,2025-09-02 04:25:00+00:00,2025-09-02 06:05:00+00:00,1,44.47967553600001,44.564761992,time_open,21,0.0010828130427495075,-0.006679894423353276,0.006369751141072966,long
HYPE_5M_MA_PBS_R01150,2025-09-03 10:45:00+00:00,2025-09-03 10:50:00+00:00,2025-09-03 11:10:00+00:00,1,45.634913778000005,45.87519620221358,target_limit,5,0.004433814053737182,-0.004094163781665176,0.006619629511508407,long
HYPE_5M_MA_PBS_R01150,2025-09-05 12:30:00+00:00,2025-09-05 12:35:00+00:00,2025-09-05 12:45:00+00:00,1,46.935307605000006,47.182437018838755,target_limit,3,0.004433814053737182,-0.00804873517304973,0.005469068130122379,long
HYPE_5M_MA_PBS_R01150,2025-09-05 21:15:00+00:00,2025-09-05 21:20:00+00:00,2025-09-05 23:00:00+00:00,1,47.385790455000006,47.206459216000006,time_open,21,-0.004612247324557224,-0.009569102987065163,0.002684550448109446,long
HYPE_5M_MA_PBS_R01150,2025-09-07 02:10:00+00:00,2025-09-07 02:15:00+00:00,2025-09-07 02:15:00+00:00,1,46.94832155400001,47.19551949044472,target_limit,1,0.004433814053737182,-0.003573912783366177,0.0050199546692826225,long
HYPE_5M_MA_PBS_R01150,2025-09-07 02:45:00+00:00,2025-09-07 02:50:00+00:00,2025-09-07 04:30:00+00:00,1,46.998375204000006,46.921383976,time_open,21,-0.002466811202649564,-0.005699422814275283,0.0011835472132504243,long
HYPE_5M_MA_PBS_R01150,2025-09-07 08:50:00+00:00,2025-09-07 08:55:00+00:00,2025-09-07 10:35:00+00:00,1,47.367771141000006,47.27647769600001,time_open,21,-0.00275585593634683,-0.007228812224576734,0.0024959768245809144,long
HYPE_5M_MA_PBS_R01150,2025-09-08 13:40:00+00:00,2025-09-08 13:45:00+00:00,2025-09-08 14:05:00+00:00,1,51.400093185,51.67073112364884,target_limit,5,0.004433814053737182,-0.0072063452042102774,0.007546811512652907,long
HYPE_5M_MA_PBS_R01150,2025-09-12 00:40:00+00:00,2025-09-12 00:45:00+00:00,2025-09-12 01:40:00+00:00,1,57.479609514,56.57486758481711,stop_market,12,-0.016563019759851808,-0.01738780226032656,0.0003373454719672875,long
