label,direction,signal_ts,entry_ts,exit_ts,entry_fill,exit_fill,signal_atr,exit_reason,hold_bars,funding_return,trade_return,equity_before,equity_after
selected_train,long,2020-06-22 11:30:00+00:00,2020-06-22 12:00:00+00:00,2020-06-24 10:30:00+00:00,9462.223376,9308.019406889158,30.095854293805985,stop,93,-0.0006350100000000192,-0.01891551395982658,1.0,0.9810844860401734
selected_train,long,2020-07-06 12:30:00+00:00,2020-07-06 13:00:00+00:00,2020-07-10 04:30:00+00:00,9270.996916,9134.630738948896,26.542172525951266,stop,175,-0.0011000000000000315,-0.017794192232870498,0.9810844860401734,0.9636268800988876
selected_train,long,2020-07-21 07:00:00+00:00,2020-07-21 07:30:00+00:00,2020-07-25 07:30:00+00:00,9219.966512,9590.732172,15.985585047788884,time_open,192,-0.0012000000000000344,0.03697312794552136,0.9636268800988876,0.9992551800285274
selected_train,long,2020-07-25 17:00:00+00:00,2020-07-25 17:30:00+00:00,2020-07-29 17:30:00+00:00,9691.395008,11243.090964,27.191254027595818,time_open,192,-0.008442530000000018,0.1495080507744288,0.9992551800285274,1.1486518742208436
selected_train,long,2020-10-05 00:00:00+00:00,2020-10-05 00:30:00+00:00,2020-10-06 19:00:00+00:00,10710.182359999999,10545.0050618486,32.19152165013997,stop,85,0.00017556999999998602,-0.017231461860589853,1.1486518742208436,1.128858923259112
selected_train,long,2020-10-08 14:30:00+00:00,2020-10-08 15:00:00+00:00,2020-10-12 15:00:00+00:00,10914.31398,11464.692288000002,31.98408801665236,time_open,192,-0.0011498399999998743,0.047226934087637396,1.128858923259112,1.1821714692221115
selected_train,long,2020-10-18 23:30:00+00:00,2020-10-19 00:00:00+00:00,2020-10-23 00:00:00+00:00,11506.1006,12965.201844,32.667328144339066,time_open,192,-0.0010351999999999029,0.12364908631294952,1.1821714692221115,1.3283458912566628
selected_validation,long,2022-10-23 17:30:00+00:00,2022-10-23 18:00:00+00:00,2022-10-24 14:00:00+00:00,19476.48748,19223.61357429813,49.03627665263494,stop,40,-0.00019999999999997797,-0.015170564228050706,1.0,0.9848294357719493
selected_validation,long,2022-10-25 13:30:00+00:00,2022-10-25 14:00:00+00:00,2022-10-29 14:00:00+00:00,19477.18776,20763.89112,55.817947896657856,time_open,192,-0.00019899999999994922,0.06379700889404785,0.9848294357719493,1.0476586080450123
selected_validation,long,2022-12-04 18:00:00+00:00,2022-12-04 18:30:00+00:00,2022-12-05 19:00:00+00:00,17124.74716,16883.31907495352,46.93441100089653,stop,49,-4.390000000076277e-06,-0.016088490320312895,1.0476586080450123,1.0308033626704876
