strategy_id,stage,config_json,development_gate,stress_gate,complete_gate,gate_failures,train_start,train_end_exclusive,train_return_pct,train_annual_return_pct,train_max_drawdown_pct,train_sharpe,train_trades,train_win_rate,train_profit_factor,train_long_trades,train_short_trades,train_top_trade_positive_pnl_share,train_top3_trade_positive_pnl_share,validation_start,validation_end_exclusive,validation_return_pct,validation_annual_return_pct,validation_max_drawdown_pct,validation_sharpe,validation_trades,validation_win_rate,validation_profit_factor,validation_long_trades,validation_short_trades,validation_top_trade_positive_pnl_share,validation_top3_trade_positive_pnl_share,stress_2x_train_start,stress_2x_train_end_exclusive,stress_2x_train_return_pct,stress_2x_train_annual_return_pct,stress_2x_train_max_drawdown_pct,stress_2x_train_sharpe,stress_2x_train_trades,stress_2x_train_win_rate,stress_2x_train_profit_factor,stress_2x_train_long_trades,stress_2x_train_short_trades,stress_2x_train_top_trade_positive_pnl_share,stress_2x_train_top3_trade_positive_pnl_share,stress_2x_validation_start,stress_2x_validation_end_exclusive,stress_2x_validation_return_pct,stress_2x_validation_annual_return_pct,stress_2x_validation_max_drawdown_pct,stress_2x_validation_sharpe,stress_2x_validation_trades,stress_2x_validation_win_rate,stress_2x_validation_profit_factor,stress_2x_validation_long_trades,stress_2x_validation_short_trades,stress_2x_validation_top_trade_positive_pnl_share,stress_2x_validation_top3_trade_positive_pnl_share
lvcb-b67852d495dd,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 8, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 3.0}",False,False,False,validation_mdd|double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,73.63560562280114,31.721140224824662,-22.33495086663575,1.5766117245701057,89,0.29213483146067415,1.5417556323580441,89,0,0.10928734324183803,0.26900274411578984,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,25.21369410846841,11.898924976278668,-26.341878170160705,0.7721859375457463,140,0.21428571428571427,1.2028751067182504,140,0,0.09458103019184258,0.27869200198947636,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,32.19829596965309,14.955567762644462,-28.921919026210517,0.8920908613852107,90.0,0.28888888888888886,1.2723020678094696,90.0,0.0,0.11374637040517628,0.27911361136847296,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-11.583445015541493,-5.969922373498749,-36.281467292995984,-0.1161474519851678,141.0,0.19858156028368795,0.997459225513914,141.0,0.0,0.09705674833048769,0.2859114021454946
lvcb-32b5ff3af1fc,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 16, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 3.0}",False,False,False,validation_mdd|double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,73.63560562280114,31.721140224824662,-22.33495086663575,1.5766117245701057,89,0.29213483146067415,1.5417556323580441,89,0,0.10928734324183803,0.26900274411578984,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,25.21369410846841,11.898924976278668,-26.341878170160705,0.7721859375457463,140,0.21428571428571427,1.2028751067182504,140,0,0.09458103019184258,0.27869200198947636,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,32.19829596965309,14.955567762644462,-28.921919026210517,0.8920908613852107,90.0,0.28888888888888886,1.2723020678094696,90.0,0.0,0.11374637040517628,0.27911361136847296,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-11.583445015541493,-5.969922373498749,-36.281467292995984,-0.1161474519851678,141.0,0.19858156028368795,0.997459225513914,141.0,0.0,0.09705674833048769,0.2859114021454946
lvcb-a91fbe182235,signal,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 8, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 4.0}",False,False,False,train_mdd|validation_mdd,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,86.774561107994,36.6071033156248,-26.193654813841107,1.7195204714543981,75,0.36,1.6306081467094051,75,0,0.10793808763104967,0.2587076626990952,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,23.41129302142182,11.090635528572722,-26.58113970413787,0.7254270000252956,127,0.25984251968503935,1.185830796264352,127,0,0.08905888501130342,0.26242047594964124,,,,,,,,,,,,,,,,,,,,,,,,,,
lvcb-63fe1b560894,signal,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 16, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 4.0}",False,False,False,train_mdd|validation_mdd,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,86.774561107994,36.6071033156248,-26.193654813841107,1.7195204714543981,75,0.36,1.6306081467094051,75,0,0.10793808763104967,0.2587076626990952,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,23.41129302142182,11.090635528572722,-26.58113970413787,0.7254270000252956,127,0.25984251968503935,1.185830796264352,127,0,0.08905888501130342,0.26242047594964124,,,,,,,,,,,,,,,,,,,,,,,,,,
lvcb-4f3713f1ac1d,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 32, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 3.0}",False,False,False,validation_mdd|double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,73.52441451783436,31.67901600523415,-22.334950866635705,1.5745890007608692,89,0.29213483146067415,1.5409502217392321,89,0,0.10928734324183803,0.26900274411578984,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,23.049993915935694,10.927901772248315,-26.341878170160705,0.7272084049485628,141,0.2127659574468085,1.1907367972548848,141,0,0.09458103019184258,0.27869200198947636,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,32.11358784453746,14.918782454985813,-28.921919026210542,0.8903379028872799,90.0,0.28888888888888886,1.271723092989102,90.0,0.0,0.11374637040517628,0.27911361136847296,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-13.321029903247172,-6.898458607414648,-36.281467292995984,-0.16623416267068034,142.0,0.19718309859154928,0.9875549320694973,142.0,0.0,0.09705674833048769,0.2859114021454946
lvcb-bf47ed3868f1,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 8, ""compression_quantile"": 0.35, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 3.0}",False,False,False,validation_mdd|double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,21.19937867007682,10.076112369463885,-22.748215120637283,0.7520737537854698,73,0.273972602739726,1.2537430196797723,73,0,0.11997095040565875,0.3294053649665297,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,24.317031295706173,11.497547639267003,-25.568383492520518,0.9251479503943639,83,0.20481927710843373,1.3107003761562772,83,0,0.1566343379550282,0.37335411719887296,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,-3.8696905991545627,-1.9512878905629916,-28.255000564825984,0.04597905932588314,74.0,0.2702702702702703,1.0164459198581353,74.0,0.0,0.12581772696604454,0.34486760091437996,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,1.186894113934689,0.5916965330313273,-32.47333149858452,0.18207578206780148,84.0,0.19047619047619047,1.0702033746459283,84.0,0.0,0.16060987894879156,0.3813122080261321
lvcb-a7c7d057a72e,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 96, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 8, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 4.0}",True,False,False,double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,68.73434909825878,29.851312678779784,-23.022267513638926,1.6741028493179244,104,0.4423076923076923,1.464178308664268,104,0,0.06735912728048922,0.1958586054760398,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,20.897170042705927,9.953249175595502,-24.791157626022386,0.6886728172722879,149,0.3624161073825503,1.1657363149230127,149,0,0.12183055454296232,0.23847029242803472,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,23.419105916269658,11.078164046466465,-25.106105197798545,0.7705545440881301,105.0,0.42857142857142855,1.1956896861250188,105.0,0.0,0.07130430451342722,0.20032353461007946,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-24.145317299202397,-12.905406194874757,-34.89877139642266,-0.5288796921648528,150.0,0.31333333333333335,0.9112050309398664,150.0,0.0,0.13041840191844878,0.25370145264768573
lvcb-cfb82412497f,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 96, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 16, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 4.0}",True,False,False,double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,68.73434909825878,29.851312678779784,-23.022267513638926,1.6741028493179244,104,0.4423076923076923,1.464178308664268,104,0,0.06735912728048922,0.1958586054760398,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,20.897170042705927,9.953249175595502,-24.791157626022386,0.6886728172722879,149,0.3624161073825503,1.1657363149230127,149,0,0.12183055454296232,0.23847029242803472,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,23.419105916269658,11.078164046466465,-25.106105197798545,0.7705545440881301,105.0,0.42857142857142855,1.1956896861250188,105.0,0.0,0.07130430451342722,0.20032353461007946,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-24.145317299202397,-12.905406194874757,-34.89877139642266,-0.5288796921648528,150.0,0.31333333333333335,0.9112050309398664,150.0,0.0,0.13041840191844878,0.25370145264768573
lvcb-62b4fbc89618,signal,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 32, ""compression_quantile"": 0.8, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 4.0}",False,False,False,train_mdd|validation_mdd,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,94.01519274072616,39.226207023897494,-26.193654813841107,1.8087067678992113,75,0.37333333333333335,1.6800191058558436,75,0,0.10738148105047568,0.2573735795161928,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,20.670713186834888,9.850222205890358,-26.58113970413787,0.6691509245547086,128,0.2578125,1.171583470080354,128,0,0.08905888501130342,0.26242047594964124,,,,,,,,,,,,,,,,,,,,,,,,,,
lvcb-619c5e466272,exit,"{""fee_per_fill"": 0.001, ""max_hold_bars"": 192, ""side_mode"": ""long"", ""signal"": {""atr_cap"": 0.0075, ""breakout_window"": 24, ""compression_lookback"": 16, ""compression_quantile"": 0.35, ""ema_fast"": 24, ""ema_slow"": 96, ""slope_lag"": 4}, ""slippage_per_fill"": 0.0004, ""stop_atr"": 3.0}",False,False,False,validation_mdd|double_cost_return,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,20.870726555341214,9.926970450599493,-23.60367251427813,0.7433048597371416,73,0.273972602739726,1.2504130725778548,73,0,0.11997095040565875,0.3294053649665297,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,20.312420711764112,9.687018699463291,-27.00274224725674,0.8051747580062789,85,0.2,1.2653043491686928,85,0,0.1566343379550282,0.37335411719887296,2020-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,-4.130561719905456,-2.084234843347732,-28.449696686450665,0.03803001433505129,74.0,0.2702702702702703,1.0141052339971575,74.0,0.0,0.12581772696604454,0.34486760091437996,2022-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-2.5446680977072256,-1.280532871022455,-33.934561089112535,0.04890795751907472,86.0,0.18604651162790697,1.0339906587642995,86.0,0.0,0.16060987894879156,0.3813122080261321
