name,fast_ema,slow_ema,exit_name,exit_kind,filter_name,exposure,final_equity,total_return_pct,annualized_factor,max_drawdown_pct,win_rate,trades,profit_factor,avg_trade_pct,median_trade_pct,worst_trade_pct,stop_trades,tp_trades,trail_trades,opposite_cross_trades,max_hold_trades,score,meets_target,start_ts,end_ts
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail180p0_sl240p0_hold1440_adx24_rvol1_ret600p0_atrmin6p0_atrmax70p0_x3,233,1597,trail_act600p0_trail180p0_sl240p0_hold1440,trailing,adx24_rvol1_ret600p0_atrmin6p0_atrmax70p0,3.0,2.7530220162508034,175.30220162508036,54.85130524107433,-17.685675055753002,52.0,25,2.8838541497858112,4.723977568164741,0.9823633996093265,-7.65000000000004,7,0,7,6,5,14.5246259829937,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail180p0_sl240p0_hold1440_adx24_rvol1_ret600p0_churn6_x3,233,1597,trail_act600p0_trail180p0_sl240p0_hold1440,trailing,adx24_rvol1_ret600p0_churn6,3.0,2.7530220162508034,175.30220162508036,54.85130524107433,-17.685675055753002,52.0,25,2.8838541497858112,4.723977568164741,0.9823633996093265,-7.65000000000004,7,0,7,6,5,14.5246259829937,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail180p0_sl240p0_hold1440_adx24_rvol1_ret600p0_churn3_x3,233,1597,trail_act600p0_trail180p0_sl240p0_hold1440,trailing,adx24_rvol1_ret600p0_churn3,3.0,2.7530220162508034,175.30220162508036,54.85130524107433,-17.685675055753002,52.0,25,2.8838541497858112,4.723977568164741,0.9823633996093265,-7.65000000000004,7,0,7,6,5,14.5246259829937,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold360_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold360,trailing,adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30,3.0,2.7088750057224864,170.88750057224865,51.45459696332408,-15.116375218840394,57.831325301204814,83,2.0480079632897614,1.3597759472906747,0.8580990815474757,-4.650000000000037,15,0,20,11,37,14.51901305947036,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_ret600p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_ret600p0_cool30,3.0,2.7116526864958095,171.16526864958095,51.66355390793386,-19.986140340399928,54.54545454545454,66,2.3471548483626847,1.6775124921104199,0.9108507520600498,-4.650000000000037,11,0,36,8,11,14.490207124947547,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_ret600p0_atrmin3p5_atrmax100p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_ret600p0_atrmin3p5_atrmax100p0_cool30,3.0,2.7116526864958095,171.16526864958095,51.66355390793386,-19.986140340399928,54.54545454545454,66,2.3471548483626847,1.6775124921104199,0.9108507520600498,-4.650000000000037,11,0,36,8,11,14.490207124947547,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_ret600p0_churn6_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_ret600p0_churn6_cool30,3.0,2.7116526864958095,171.16526864958095,51.66355390793386,-19.986140340399928,54.54545454545454,66,2.3471548483626847,1.6775124921104199,0.9108507520600498,-4.650000000000037,11,0,36,8,11,14.490207124947547,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_ret600p0_churn3_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_ret600p0_churn3_cool30,3.0,2.7116526864958095,171.16526864958095,51.66355390793386,-19.986140340399928,54.54545454545454,66,2.3471548483626847,1.6775124921104199,0.9108507520600498,-4.650000000000037,11,0,36,8,11,14.490207124947547,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx24_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx24_atrmin6p0_atrmax70p0_cool30,3.0,2.694632940258248,169.4632940258248,50.39310869869762,-14.514462843377697,56.451612903225815,62,2.412730227141062,1.7774332724815065,1.0841955350802184,-4.650000000000037,11,0,43,6,2,14.484370562592188,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx24_churn6_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx24_churn6_atrmin6p0_atrmax70p0_cool30,3.0,2.694632940258248,169.4632940258248,50.39310869869762,-14.514462843377697,56.451612903225815,62,2.412730227141062,1.7774332724815065,1.0841955350802184,-4.650000000000037,11,0,43,6,2,14.484370562592188,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx24_churn3_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx24_churn3_atrmin6p0_atrmax70p0_cool30,3.0,2.694632940258248,169.4632940258248,50.39310869869762,-14.514462843377697,56.451612903225815,62,2.412730227141062,1.7774332724815065,1.0841955350802184,-4.650000000000037,11,0,43,6,2,14.484370562592188,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx18_atrmin6p0_atrmax70p0_cool30,3.0,2.7334765376109607,173.34765376109607,53.32743650329373,-16.67009824118112,50.649350649350644,77,1.9803798533913488,1.5035081154729013,0.21913028915931426,-4.650000000000037,16,0,45,13,3,14.482944461383159,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_churn6_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx18_churn6_atrmin6p0_atrmax70p0_cool30,3.0,2.7334765376109607,173.34765376109607,53.32743650329373,-16.67009824118112,50.649350649350644,77,1.9803798533913488,1.5035081154729013,0.21913028915931426,-4.650000000000037,16,0,45,13,3,14.482944461383159,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_churn3_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold1440,trailing,adx18_churn3_atrmin6p0_atrmax70p0_cool30,3.0,2.7334765376109607,173.34765376109607,53.32743650329373,-16.67009824118112,50.649350649350644,77,1.9803798533913488,1.5035081154729013,0.21913028915931426,-4.650000000000037,16,0,45,13,3,14.482944461383159,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail120p0_sl240p0_hold1440_adx18_rvol1_cool30_x3,233,1597,trail_act600p0_trail120p0_sl240p0_hold1440,trailing,adx18_rvol1_cool30,3.0,2.7353392272936814,173.53392272936813,53.47128141147427,-18.977082407417313,50.0,26,2.7646729717360654,4.507753385855368,0.22750259135812,-7.65000000000004,7,0,9,6,4,14.479144713728173,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail120p0_sl240p0_hold1440_adx18_rvol1_atrmin3p5_atrmax100p0_cool30_x3,233,1597,trail_act600p0_trail120p0_sl240p0_hold1440,trailing,adx18_rvol1_atrmin3p5_atrmax100p0_cool30,3.0,2.7353392272936814,173.53392272936813,53.47128141147427,-18.977082407417313,50.0,26,2.7646729717360654,4.507753385855368,0.22750259135812,-7.65000000000004,7,0,9,6,4,14.479144713728173,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail120p0_sl240p0_hold1440_adx18_rvol1_atrmin6p0_atrmax70p0_cool30_x3,233,1597,trail_act600p0_trail120p0_sl240p0_hold1440,trailing,adx18_rvol1_atrmin6p0_atrmax70p0_cool30,3.0,2.7353392272936814,173.53392272936813,53.47128141147427,-18.977082407417313,50.0,26,2.7646729717360654,4.507753385855368,0.22750259135812,-7.65000000000004,7,0,9,6,4,14.479144713728173,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail120p0_sl240p0_hold1440_adx18_rvol1_churn6_cool30_x3,233,1597,trail_act600p0_trail120p0_sl240p0_hold1440,trailing,adx18_rvol1_churn6_cool30,3.0,2.7353392272936814,173.53392272936813,53.47128141147427,-18.977082407417313,50.0,26,2.7646729717360654,4.507753385855368,0.22750259135812,-7.65000000000004,7,0,9,6,4,14.479144713728173,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail120p0_sl240p0_hold1440_adx18_rvol1_churn3_cool30_x3,233,1597,trail_act600p0_trail120p0_sl240p0_hold1440,trailing,adx18_rvol1_churn3_cool30,3.0,2.7353392272936814,173.53392272936813,53.47128141147427,-18.977082407417313,50.0,26,2.7646729717360654,4.507753385855368,0.22750259135812,-7.65000000000004,7,0,9,6,4,14.479144713728173,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret60-30p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret60-30p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret60-30p0_atrmin3p5_atrmax100p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret60-30p0_atrmin3p5_atrmax100p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret60-30p0_atrmin6p0_atrmax70p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret60-30p0_atrmin6p0_atrmax70p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret60-30p0_churn6_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret60-30p0_churn6,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret60-30p0_churn3_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret60-30p0_churn3,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret600p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret600p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret600p0_atrmin3p5_atrmax100p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret600p0_atrmin3p5_atrmax100p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret600p0_atrmin6p0_atrmax70p0_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret600p0_atrmin6p0_atrmax70p0,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret600p0_churn6_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret600p0_churn6,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_fixed_tp700p0_sl280p0_hold1440_adx24_rvol1_ret600p0_churn3_x3,233,1597,fixed_tp700p0_sl280p0_hold1440,fixed,adx24_rvol1_ret600p0_churn3,3.0,2.7185474157504337,171.85474157504336,52.184964387391986,-18.21415059770355,52.0,25,2.742161882506752,4.711537787258934,0.9823633996093265,-8.850000000000009,5,6,0,8,6,14.474794414841812,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_atrmin6p0_atrmax70p0_cool30,3.0,2.6858727003295226,168.58727003295226,49.74837141837287,-19.323580544196105,56.451612903225815,62,2.4148069092249034,1.764676753099909,1.0841955350802184,-4.650000000000037,11,0,35,6,10,14.471493856791959,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_churn6_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_churn6_atrmin6p0_atrmax70p0_cool30,3.0,2.6858727003295226,168.58727003295226,49.74837141837287,-19.323580544196105,56.451612903225815,62,2.4148069092249034,1.764676753099909,1.0841955350802184,-4.650000000000037,11,0,35,6,10,14.471493856791959,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold720_adx24_churn3_atrmin6p0_atrmax70p0_cool30_x3,144,1597,trail_act140p0_trail180p0_sl140p0_hold720,trailing,adx24_churn3_atrmin6p0_atrmax70p0_cool30,3.0,2.6858727003295226,168.58727003295226,49.74837141837287,-19.323580544196105,56.451612903225815,62,2.4148069092249034,1.764676753099909,1.0841955350802184,-4.650000000000037,11,0,35,6,10,14.471493856791959,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_age240_atrmin3p5_atrmax100p0_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_age240_atrmin3p5_atrmax100p0,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_churn6_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_churn6_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_churn6_age240_atrmin3p5_atrmax100p0_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_churn6_age240_atrmin3p5_atrmax100p0,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_churn3_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_churn3_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_churn3_age240_atrmin3p5_atrmax100p0_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_churn3_age240_atrmin3p5_atrmax100p0,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_ret60-30p0_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_ret60-30p0_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_ret60-30p0_age240_atrmin3p5_atrmax100p0_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_ret60-30p0_age240_atrmin3p5_atrmax100p0,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_ret60-30p0_churn6_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_ret60-30p0_churn6_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act400p0_trail180p0_sl240p0_hold2880_adx30_ret60-30p0_churn3_age240_x3,233,1597,trail_act400p0_trail180p0_sl240p0_hold2880,trailing,adx30_ret60-30p0_churn3_age240,3.0,2.706091549273497,170.60915492734972,51.24583956987024,-17.8759881730712,53.333333333333336,30,2.519560318659732,3.842306328386306,3.583014599368722,-7.65000000000004,8,0,14,7,1,14.469967768932165,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail180p0_sl240p0_hold1440_adx24_rvol1_ret60-30p0_cool30_x3,233,1597,trail_act600p0_trail180p0_sl240p0_hold1440,trailing,adx24_rvol1_ret60-30p0_cool30,3.0,2.72224829072239,172.224829072239,52.46645740769166,-17.685675055753002,50.0,24,2.865821822425397,4.873707776782578,0.4213073084572253,-7.65000000000004,7,0,7,5,5,14.460174058889672,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail180p0_sl240p0_hold1440_adx24_rvol1_ret600p0_cool30_x3,233,1597,trail_act600p0_trail180p0_sl240p0_hold1440,trailing,adx24_rvol1_ret600p0_cool30,3.0,2.72224829072239,172.224829072239,52.46645740769166,-17.685675055753002,50.0,24,2.865821822425397,4.873707776782578,0.4213073084572253,-7.65000000000004,7,0,7,5,5,14.460174058889672,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
HYPE_1M_EMA_CROSSOVER_FAST233_SLOW1597_trail_act600p0_trail70p0_sl240p0_hold1440_adx18_rvol1_ret60-30p0_x3,233,1597,trail_act600p0_trail70p0_sl240p0_hold1440,trailing,adx18_rvol1_ret60-30p0,3.0,2.701981298395982,170.1981298395982,50.938731390413416,-17.685675055753002,51.85185185185185,27,2.8044491860691765,4.240687454719868,0.9823633996093265,-7.65000000000004,7,0,9,7,4,14.449142083763125,True,2026-03-25 00:00:00+00:00,2026-06-25 08:46:00+00:00
