name,exit_model,filter_name,fast_ema,slow_ema,exposure,slice,start,end,trades,total_return,final_equity,annualized_multiple,max_dd,win_rate,profit_factor,avg_trade,median_trade,worst_trade,trades_per_day,avg_mfe_capture,avg_giveback,long_trades,short_trades,armed_trades,partial_trades
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,2.0,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,2109,-0.9990400563577929,0.0009599436422070355,1.8148546265408684e-37,-0.9992362017148203,0.22569938359412042,0.5333346117658689,-0.00319759140248451,-0.007006751101170547,-0.0339942650944004,70.3,0.1136505625735901,0.0135534809629912,1055,1054,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,2.0,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,969,-0.9372512824790624,0.06274871752093752,4.269426036645711e-32,-0.9490052974841106,0.22394220846233232,0.5600266935537985,-0.0027696937919349744,-0.006550276224762339,-0.03034094928540731,69.21428571428571,0.11989163340171238,0.011658425736428142,485,484,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,6548,-0.9999999999999756,2.4381757119209266e-14,4.3800861137388347e-54,-0.9999999999999813,0.2044899205864386,0.44741678611133706,-0.004648849031563761,-0.00822687643341807,-0.0509913976416006,70.27007690931855,0.11423315233957394,0.015065720475252566,3274,3274,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,3949,-0.9999999927402501,7.259749892187989e-09,6.743126570519846e-54,-0.999999992858555,0.18966827044821474,0.3501003738389911,-0.004664303515329036,-0.007477415216285806,-0.04341700274859344,70.63137184761224,0.11404573531447415,0.011389451518079083,1974,1975,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,1301,-0.9986674359442277,0.001332564055772359,4.4494816361698e-57,-0.9987203488560717,0.23059185242121444,0.551191150953001,-0.004842422070308156,-0.01092067787541456,-0.0509913976416006,69.80862099803255,0.11151756713576415,0.02249736798378328,651,650,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,1298,-0.9974796825452261,0.002520317454773849,1.1817344362295062e-51,-0.9981822456177293,0.22342064714946072,0.5498191207380237,-0.00440781029520357,-0.010055513160937165,-0.045511423928110965,69.64764800572348,0.11751628224106593,0.018524887655805598,649,649,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,2109,-0.9999744095514637,2.5590448536290297e-05,1.239790798297935e-56,-0.9999817756142548,0.22569938359412042,0.533334611765863,-0.004796387103726765,-0.010510126651755821,-0.0509913976416006,70.3,0.1136505625735901,0.020330221444486797,1055,1054,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_none,A_cross_only,none,8,21,3.0,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,969,-0.9852280082699548,0.014771991730045122,1.745711651218287e-48,-0.9891372802970508,0.22394220846233232,0.560026693553797,-0.0041545406879024615,-0.009825414337143509,-0.045511423928110965,69.21428571428571,0.11989163340171238,0.017487638604642215,485,484,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_slope_adx18,A_cross_only,slope_adx18,8,21,1.0,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,713,-0.6633295891815136,0.3366704108184864,0.014021318325387604,-0.6782792117691007,0.18653576437587657,0.4352686800982119,-0.0015127700819711812,-0.00263136715435469,-0.015678403755868542,7.651582901091039,0.10877234139030775,0.004720204727995375,359,354,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_slope_adx18,A_cross_only,slope_adx18,8,21,1.0,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,451,-0.49919228576285524,0.5008077142371448,0.010914518608622935,-0.5058673473692102,0.17738359201773837,0.323004853550035,-0.0015260402172480704,-0.0023736317385271697,-0.009006053268764967,8.06653550348775,0.11125174288003822,0.003474818295328483,228,223,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_slope_adx18,A_cross_only,slope_adx18,8,21,1.0,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,136,-0.288806562363062,0.711193437636938,0.001256572025205279,-0.2894614098502236,0.17647058823529413,0.32993824549666173,-0.002487226859520939,-0.003929444115305712,-0.015678403755868542,7.29744231801109,0.07831395083933762,0.007076629245096461,68,68,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_slope_adx18,A_cross_only,slope_adx18,8,21,1.0,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,126,-0.05475106145963271,0.9452489385403673,0.3316981903293706,-0.15118965061945167,0.23015873015873015,0.8659009036508273,-0.00041347680612480067,-0.0033461688008991617,-0.009895135466958692,6.760865676980862,0.13299314567519602,0.006443897943139696,63,63,0,0
HYPE_1M_EMA_DEVIATION_TP_FAST8_SLOW21_A_cross_only_slope_adx18,A_cross_only,slope_adx18,8,21,1.0,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,197,-0.24358225312701298,0.756417746872987,0.033413641933039404,-0.27717047315149523,0.19796954314720813,0.5874407347890733,-0.001390639989543445,-0.0035756262178418528,-0.015678403755868542,6.566666666666666,0.10699453082470303,0.006753458687197679,95,102,0,0
