strategy,entry_ts,exit_ts,direction,entry_price,exit_price,raw_return_pct,net_return_pct,min_path_return_pct,max_path_return_pct,bars_held,exit_reason,adx14,rvol60,htf_dir_spread,dir_ret60,churn360,previous_regime_age,atr_pct60
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-10 16:03:00+00:00,2026-05-10 20:46:00+00:00,long,43.235,42.629709999999996,-1.4000000000000123,-4.650000000000037,-1.4085810107551833,1.066265756909912,283,stop_loss,52.12184420119242,1.939737498386316,-0.001127706767327652,0.006705783738474302,0.0,1495.0,0.0010026366916458423
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-14 12:25:00+00:00,2026-05-14 20:07:00+00:00,long,39.93,43.962176,10.098111695467061,29.84433508640118,-0.22289005760079972,12.116203355872779,462,trailing_stop,41.610489521009164,1.0116150571465699,-0.0026576416538447445,0.02531840591618728,0.0,5235.0,0.002400450788880537
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-15 17:36:00+00:00,2026-05-15 18:19:00+00:00,long,44.783,44.156038,-1.4000000000000012,-4.650000000000003,-1.4693075497398622,0.7033919121095078,43,stop_loss,43.14029339644218,3.54363098253501,0.000861357490032022,0.014567615940551226,1.0,221.0,0.00163458532446073
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-15 22:35:00+00:00,2026-05-16 00:05:00+00:00,short,43.921,44.415,-1.12474670431002,-3.82424011293006,-1.1389470367119126,0.1504959525709726,90,opposite_cross,20.123376401114804,2.1367554412678675,-0.00047295159496907324,0.001523108049739763,1.0,299.0,0.001144453045550426
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-16 01:10:00+00:00,2026-05-16 07:19:00+00:00,short,44.082,42.065796000000006,4.573757996461126,13.271273989383376,-0.05441436539246336,6.679250762305777,369,trailing_stop,21.133707098771946,0.3011154394830103,0.0006760471030514692,0.007809862483401098,2.0,65.0,0.0011300396213289822
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-17 04:09:00+00:00,2026-05-17 12:29:00+00:00,long,42.501,42.74155,0.5659866826662974,1.2479600479988922,-1.3764382014540888,2.409355073998265,500,trailing_stop,39.929765350364356,0.6175217511107836,-0.0028621351542578166,0.016843717102114963,0.0,1619.0,0.002009411764705886
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-20 02:20:00+00:00,2026-05-20 02:23:00+00:00,short,47.516,47.634,-0.2483374021382323,-1.1950122064146969,-0.36903463893316335,0.0,3,opposite_cross,20.544969453659,1.0289571276878189,-0.002623845392156987,0.004400025143000641,0.0,4211.0,0.0015562851190100402
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-23 15:27:00+00:00,2026-05-23 21:28:00+00:00,long,57.527,58.883666,2.3583117492655514,6.624935247796654,-1.0360352530116357,4.23453334955759,361,trailing_stop,54.803815680919676,1.072336309768009,-0.005869502348675892,0.029036586456749225,0.0,1352.0,0.003026588778005726
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-25 02:56:00+00:00,2026-05-25 04:42:00+00:00,short,61.565,62.42691,-1.4000000000000012,-4.650000000000003,-1.4912715810358912,0.9262295081967187,106,stop_loss,18.04561114334365,0.2967592113180115,-0.004208888543148603,0.00037344330968180905,0.0,2129.0,0.0022631539052940454
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-25 17:15:00+00:00,2026-05-26 04:37:00+00:00,short,62.018,59.63545800000001,3.8416943468025266,11.075083040407579,-0.5053502959908807,5.867090012119958,682,trailing_stop,28.478377979385133,0.9506018701880525,-0.003884748357750878,0.0011917991335297362,0.0,743.0,0.002044600674008735
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-26 12:12:00+00:00,2026-05-26 12:46:00+00:00,short,60.672,61.521408,-1.4000000000000012,-4.650000000000003,-1.4937004805818943,0.1518653020798899,34,stop_loss,22.665603994188835,1.1052252689604776,0.005978827410138776,0.008108947635162789,1.0,8.0,0.0023012092542840333
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-26 19:28:00+00:00,2026-05-26 22:58:00+00:00,short,60.496,59.762708,1.2121330335889913,3.186399100766974,-0.8668578451454301,3.0490920859878035,210,trailing_stop,46.33026965998881,0.4047600465244252,-0.0065641626008619,0.01873448930268773,0.0,399.0,0.002891100238032278
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-27 05:57:00+00:00,2026-05-27 12:01:00+00:00,long,61.903,62.218538,0.5097297384617949,1.0791892153853848,-0.6752499878842744,2.352066943443787,364,trailing_stop,35.31200737678262,1.2460615022121801,-0.004518261974859716,0.017171119655591705,0.0,629.0,0.00215444593423044
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-27 14:19:00+00:00,2026-05-27 19:24:00+00:00,short,60.204,59.97038,0.3880473058268552,0.7141419174805655,-1.071381622190093,2.196571040570361,305,trailing_stop,39.26601612297899,1.3698543394254612,-0.006259349270180792,0.02769702842377264,0.0,502.0,0.00374415192536611
HYPE_1M_EMA_CROSSOVER_FAST144_SLOW1597_trail_act140p0_trail180p0_sl140p0_hold1440_adx18_ret60-30p0_atrmin3p5_atrmax100p0_cool30_x3,2026-05-28 17:16:00+00:00,2026-05-28 20:03:00+00:00,long,59.264,60.468613999999995,2.03262351511877,5.64787054535631,-0.9280507559395357,3.9028752699783897,167,trailing_stop,21.238680858682123,0.5760542721415898,-0.005490327493992142,0.02277982949642765,0.0,1617.0,0.0030121261206537773
