config,signal_ts,entry_ts,exit_ts,side,entry_price,final_exit_price,exit_reason,bars_held,raw_ret_1x,net_ret_1x,mae_1x,mfe_1x,max_dev_atr,max_drawdown_atr_after_arm,armed,partial_taken,partial_fraction,partial_ts,adx14,atr_bps,slow_slope_atr
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-15 00:07:00+00:00,2026-05-15 00:08:00+00:00,2026-05-15 00:21:00+00:00,long,44.379,44.504,armed_peak_drawdown_next_open,13,0.002816647513463666,0.001316647513463666,-0.0020633295026926666,0.007841546677482603,3.9285543378447034,2.8943361783285844,True,False,0.0,,19.24996460478264,16.189290694324,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-15 02:22:00+00:00,2026-05-15 02:23:00+00:00,2026-05-15 02:28:00+00:00,long,45.823,45.598771135417664,hard_stop,5,-0.0048933693687086555,-0.006393369368708655,-0.005057165615520663,0.003077057372934844,1.488756256212851,0.0,False,False,0.0,,31.128152388527536,32.62246245805731,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-15 02:35:00+00:00,2026-05-15 02:36:00+00:00,2026-05-15 03:16:00+00:00,long,45.761,46.696,armed_peak_drawdown_next_open,40,0.02043224579882419,0.018932245798824188,-0.0015,0.02692248858198032,2.8964758007732367,1.8894891782336105,True,False,0.0,,20.303985843887325,32.87018015264067,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-15 06:34:00+00:00,2026-05-15 06:35:00+00:00,2026-05-15 06:44:00+00:00,long,45.831,45.66201879672515,hard_stop,9,-0.003687050321285912,-0.005187050321285911,-0.003987399358512942,0.00274923086993506,1.3000966830796519,0.0,False,False,0.0,,14.956347405227932,24.580871812473852,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-15 07:01:00+00:00,2026-05-15 07:02:00+00:00,2026-05-15 07:18:00+00:00,long,45.864,45.95,armed_peak_drawdown_next_open,16,0.001875109017966281,0.000375109017966281,-0.0015,0.007827489970347212,2.8617318824826037,2.922004916490936,True,False,0.0,,19.681264890449654,21.99278611995084,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-17 12:50:00+00:00,2026-05-17 12:51:00+00:00,2026-05-17 13:02:00+00:00,long,43.099,43.116,armed_peak_drawdown_next_open,11,0.00039444070628102956,-0.0011055592937189705,-0.0016624167614097116,0.002807489732940427,2.9238711875349477,1.8934001013323112,True,False,0.0,,24.65251210873659,13.129284761241648,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-17 17:39:00+00:00,2026-05-17 17:40:00+00:00,2026-05-17 18:08:00+00:00,long,43.747,44.067,armed_peak_drawdown_next_open,28,0.007314787299700587,0.005814787299700587,-0.002391489702151027,0.011475072576405232,3.7731255749968455,2.231089894653661,True,False,0.0,,19.6243490863727,14.854378686817945,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-17 22:39:00+00:00,2026-05-17 22:40:00+00:00,2026-05-17 22:44:00+00:00,long,46.773,46.59998444694413,hard_stop,4,-0.003699047592753857,-0.0051990475927538565,-0.004450420114168572,0.0007269151005921959,0.4681545237032452,0.0,False,False,0.0,,14.01832410977452,24.66031728502613,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-18 00:15:00+00:00,2026-05-18 00:16:00+00:00,2026-05-18 00:26:00+00:00,long,46.154,46.01,armed_peak_drawdown_next_open,10,-0.0031199896000347893,-0.004619989600034789,-0.006331650561164968,0.005308315638947736,2.621546991977017,2.002309466815278,True,False,0.0,,21.707335243928142,49.08478750861887,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-20 16:37:00+00:00,2026-05-20 16:38:00+00:00,2026-05-20 16:40:00+00:00,long,51.523,51.385,opposite_cross,2,-0.0026784154649380776,-0.004178415464938077,-0.004469547580692233,0.0001552704617353573,0.3249117059564982,0.0,False,False,0.0,,12.837120783434903,22.43205234720549,0.0
