symbol,total_return_pct,cagr_pct,sharpe,sortino,mdd_pct,calmar,days,profit_factor,closed_trades,win_rate,avg_hold_days,chronological_1h_mdd_pct,cost_pct_initial,funding_pct_initial,exposure_pct,gross_total_return_pct,gross_cagr_pct,gross_sharpe,gross_sortino,gross_mdd_pct,gross_calmar,gross_days,gross_profit_factor,gross_closed_trades,gross_win_rate,gross_avg_hold_days,gross_chronological_1h_mdd_pct,gross_cost_pct_initial,gross_funding_pct_initial,gross_exposure_pct,stress_8bps_total_return_pct,stress_8bps_cagr_pct,stress_8bps_sharpe,stress_8bps_sortino,stress_8bps_mdd_pct,stress_8bps_calmar,stress_8bps_days,stress_8bps_profit_factor,stress_8bps_closed_trades,stress_8bps_win_rate,stress_8bps_avg_hold_days,stress_8bps_chronological_1h_mdd_pct,stress_8bps_cost_pct_initial,stress_8bps_funding_pct_initial,stress_8bps_exposure_pct
LINKUSDT,-29.09886242528391,-15.817044484022224,-0.0009238141490257433,-0.0009986575886425425,-60.776656798893235,-0.26024867633571874,730,0.8388038824348845,36,0.3611111111111111,8.0,-62.848596515988916,7.721165329001985,-3.04100775276479,39.657534246575345,-19.667329462094287,-10.384966670497086,0.10086643004350904,0.11004162801460463,-57.00449831978528,-0.18217802062285046,730,0.8943315582792435,36,0.3611111111111111,8.0,-59.26285819044406,0.0,0.0,39.657534246575345,-31.162479302880364,-17.052867103006765,-0.02493006594384224,-0.02690966819716262,-61.70474507683905,-0.2763623297004362,730,0.8270398693790275,36,0.3611111111111111,8.0,-63.728288883119355,7.618176724855886,-3.036825631647313,39.657534246575345
LTCUSDT,-49.635825729269946,-29.065656624713444,-0.4571449617848926,-0.5097553629845456,-72.8776937843768,-0.3988278870446969,730,0.693567385539639,48,0.3333333333333333,7.829861111111111,-74.52123219452757,6.9773134375612225,-2.7390810250658983,51.75228310502283,-40.7841228495172,-23.075796995943943,-0.29719746989827844,-0.33441663153048945,-69.52610909735716,-0.3319011705894686,730,0.755305999459228,48,0.375,7.829861111111111,-71.2649097095605,0.0,0.0,51.75228310502283,-51.55286911730352,-30.4306147488806,-0.49490758440418914,-0.5509675482199139,-73.71996883866811,-0.4127865926730957,730,0.6808640898629275,48,0.3333333333333333,7.829861111111111,-75.31696025873373,6.867927221814208,-2.7139976060839786,51.75228310502283
NEARUSDT,90.22909902684724,37.984410802985245,0.843546264917888,1.094103929785613,-36.22502237135675,1.048568318705019,730,1.3255332912837394,35,0.45714285714285713,8.655952380952382,-38.948380320589706,13.238371030112594,-4.075785844774061,41.683789954337904,114.98677444659853,46.70126659966407,0.9518480823498149,1.255791885168049,-35.314476390100666,1.3224397293557306,730,1.3979479452373462,35,0.4857142857142857,8.655952380952382,-38.06467321139952,0.0,0.0,41.683789954337904,85.1253984565701,36.11827926444342,0.819512034163179,1.0607592299997326,-36.52135705077194,0.9889632308632956,730,1.3086727843345636,35,0.45714285714285713,8.655952380952382,-39.16824705848231,13.0506772734619,-4.05160145751987,41.683789954337904
SOLUSDT,5.290706192809669,2.6148881145939606,0.2932063954150158,0.3200698626748868,-52.02219001630588,0.050264860317767245,730,1.033250189749999,40,0.4,8.970833333333333,-56.40912771804969,8.524995154242667,-2.403054257586333,49.36073059360731,20.45811748159658,9.76742566836859,0.43292333904006924,0.47592397566028144,-49.901313355223124,0.19573484166316524,730,1.1267336082655839,40,0.4,8.970833333333333,-54.42079810853351,0.0,0.0,49.36073059360731,1.9887477463111702,0.9908425459957293,0.2604099202456337,0.28388800129724284,-52.564169881155244,0.018850151124539225,730,1.012524647352164,40,0.4,8.970833333333333,-56.91879477715671,8.39386916025516,-2.3590732986606784,49.36073059360731
SUIUSDT,-49.63059221468126,-29.0619661490664,-0.335605760647638,-0.37562253554574593,-74.06346717391803,-0.3923927309644069,730,0.6401045220521857,40,0.3,8.191666666377316,-75.00575534200517,5.147652982951617,-0.8598327066741235,45.09132420091324,-42.91460796802921,-24.474170906734106,-0.2281747927523336,-0.2565750579323914,-71.4276433571243,-0.3426428446528471,730,0.6914747689999307,40,0.3,8.191666666377316,-72.52200426650123,0.0,0.0,45.09132420091324,-51.22218285621466,-30.19326247202422,-0.3628510731373957,-0.4060434212583198,-74.67811725174582,-0.4043120472660064,730,0.6279311368179115,40,0.275,8.191666666377316,-75.58186550371474,5.079915260927783,-0.8506797232522355,45.09132420091324
TAOUSDT,187.1789796908681,69.5862190903587,1.1075693293165703,1.2857479623741221,-61.30412913443535,1.1350984032048044,730,1.5912372267184498,36,0.3611111111111111,10.621527777456276,-64.57432325308781,14.17673414467744,0.5475559169859445,52.5513698630137,220.484411594808,79.16384469134235,1.1883570043124292,1.3887636509117305,-59.54965581851268,1.3293753524387633,730,1.6804758544606408,36,0.3611111111111111,10.621527777456276,-63.29614527128893,0.0,0.0,52.5513698630137,178.89816967210018,67.11997051568869,1.0863072125144462,1.2600320089499306,-61.700051798212144,1.0878430172992757,730,1.5676011538626466,36,0.3611111111111111,10.621527777456276,-64.83590691535173,13.958096102604712,0.4907823644831607,52.5513698630137
TRXUSDT,-10.028089714758082,-5.153350458077499,-0.061671728469385095,-0.06603776911452823,-34.16886617630348,-0.15082006032882092,730,0.8617309048226232,43,0.4186046511627907,9.470930232558139,-36.6052463104471,7.2362416505814116,-7.331850334577027,56.03310502283105,10.623172295449157,5.1848342621890975,0.32312741921834015,0.35148056829319196,-31.445052653876438,0.1648855328454961,730,1.1533939865328824,43,0.4418604651162791,9.470930232558139,-33.60376560639088,0.0,0.0,56.03310502283105,-13.092489565234844,-6.784774228717028,-0.12480671498497799,-0.13317314842608552,-34.80837051501942,-0.19491789268875642,730,0.8214788253589639,43,0.4186046511627907,9.470930232558139,-37.27873069855365,7.117533505336361,-7.176076166849941,56.03310502283105
UNIUSDT,102.6994886598184,42.44158182834774,0.8433882547284511,1.1664949978911487,-44.380491632446315,0.9563116645900098,730,1.473884960318387,37,0.43243243243243246,9.643018018018019,-45.21928069983689,9.692930988386692,-2.972945952701464,49.06963470319635,129.44099248675505,51.559400980610135,0.9369314679614131,1.3121326266343798,-43.51241581097727,1.1849353803886655,730,1.5780568404755873,37,0.43243243243243246,9.643018018018019,-44.36050427000112,0.0,0.0,49.06963470319635,96.88198277388389,40.37985018217232,0.8215247240068393,1.1349066294375414,-44.63318962350715,0.9047045600546838,730,1.4491676613699624,37,0.40540540540540543,9.643018018018019,-45.468168146943036,9.541756926478921,-2.943774723446764,49.06963470319635
XLMUSDT,-21.713763679175358,-11.535344799905634,-0.11786398507157328,-0.11317495587288622,-36.968055155372234,-0.31203547904870793,730,0.7703974567072732,35,0.42857142857142855,8.45595238095238,-39.019798464502706,5.937068151684468,-2.972995494850653,40.742009132420094,-10.702942217321787,-5.510216159282077,0.048392284093517944,0.04663876987983946,-34.29644872087645,-0.16066433595289348,730,0.8865725757737133,35,0.4857142857142857,8.45595238095238,-35.59707912602638,0.0,0.0,40.742009132420094,-23.83947458847071,-12.746300923133036,-0.15206472837706161,-0.14581854846236328,-38.18420110580251,-0.33381085773707847,730,0.7482056595633391,35,0.42857142857142855,8.45595238095238,-39.98308036979833,5.860718866333839,-2.9328018269129874,40.742009132420094
XMRUSDT,-58.68407761930017,-35.76149392135112,-0.7069628431669767,-0.8510751613609955,-68.90833901527425,-0.5189719333305104,730,0.5737166232552445,45,0.24444444444444444,8.174999999742798,-69.35343039986068,6.571388194524166,-2.4945852633675867,50.63926940639269,-51.166967491861215,-30.153709640776004,-0.5392281896526562,-0.6543777991480478,-65.08023500023754,-0.46333129621713787,730,0.6323555697287336,45,0.24444444444444444,8.174999999742798,-65.57667584732758,0.0,0.0,50.63926940639269,-60.21224443944809,-36.962323043167956,-0.7444268842450998,-0.8951827779401101,-69.55500836338886,-0.5314113809038593,730,0.5614451843050634,45,0.24444444444444444,8.174999999742798,-69.9909308618262,6.461716222855158,-2.422453688763789,50.63926940639269
XRPUSDT,-51.7611073769495,-30.580494428113138,-0.5194992426379792,-0.48691177543095365,-65.58834643722655,-0.4662489007461285,730,0.5550760933671453,45,0.3333333333333333,7.804629629372428,-67.50489719972231,5.163871702271387,-0.7026122434862646,48.35616438356165,-44.62168745129984,-25.613551689479298,-0.38221334992391953,-0.35886044869499517,-62.07624061088317,-0.41261441474902627,730,0.619408321456387,45,0.3333333333333333,7.804629629372428,-64.17927503669918,0.0,0.0,48.35616438356165,-53.48262105077903,-31.832142413815802,-0.5551471023383742,-0.5200872172473416,-66.4589579865671,-0.4789744434489902,730,0.5395929735406956,45,0.3333333333333333,7.804629629372428,-68.32776763818302,5.08583610580371,-0.6928141160544222,48.35616438356165
ZECUSDT,47.465921126681906,21.467903203182793,0.6307137029363988,0.7350608174201693,-59.67236683461593,0.3597628909656264,730,1.1318837704624976,39,0.358974358974359,6.97542735042735,-62.112166764969054,12.24759821173286,-1.3832589818694012,37.47716894977169,65.3691225421551,28.64029951309699,0.6928290912264491,0.8108951150728286,-58.20844657245683,0.49202995784204717,730,1.174905746476474,39,0.358974358974359,6.97542735042735,-60.69479964010161,0.0,0.0,37.47716894977169,42.85852627094992,19.552683406426375,0.613576693469412,0.714305865889002,-59.96444786708837,0.3260712655899882,730,1.1204255025893068,39,0.358974358974359,6.97542735042735,-62.56701023863563,12.028606683408992,-1.3315211854226259,37.47716894977169
