symbol,slice_kind,period,return_pct,sharpe,mdd_pct,trades_exited
1000SHIBUSDT,year,2024,53.43053821392836,2.0780261592572566,-23.296568282463127,3
1000SHIBUSDT,year,2025,-16.933294916024842,-0.17190731330767345,-45.63196770911391,19
1000SHIBUSDT,year,2026,52.62839945036583,1.77396095475369,-12.37391025597,11
1000SHIBUSDT,quarter,2024Q3,27.693781546170683,3.0121038240100306,-13.42462391637731,0
1000SHIBUSDT,quarter,2024Q4,24.018249479580778,1.7510510880815013,-19.051141809465165,3
1000SHIBUSDT,quarter,2025Q1,-0.3122683804037685,0.23489899295630343,-20.416421495747784,5
1000SHIBUSDT,quarter,2025Q2,4.155864973402945,0.5811119917980794,-12.326543423340864,3
1000SHIBUSDT,quarter,2025Q3,-5.073582728353143,-0.15772077227388495,-23.6413083904321,6
1000SHIBUSDT,quarter,2025Q4,-13.196997350265383,-1.479737403815043,-25.10836788823674,5
1000SHIBUSDT,quarter,2026Q1,45.74699064466812,3.2174114095479576,-11.522737088154077,4
1000SHIBUSDT,quarter,2026Q2,9.393757527488965,1.2317971332970694,-6.4845264440542945,3
1000SHIBUSDT,quarter,2026Q3,-4.271068013988721,-0.6084233107618775,-12.208664928823353,4
1000SHIBUSDT,recent,1d,-1.0910970595245595,,-1.0910970595245595,1
1000SHIBUSDT,recent,7d,-2.523509299484239,-3.4081023220450897,-5.041575249064478,2
1000SHIBUSDT,recent,1m,-7.454386596203877,-1.624214386566718,-12.208664928823353,4
1000SHIBUSDT,recent,3m,7.897362396732355,1.008832824111288,-12.208664928823353,5
1000SHIBUSDT,recent,6m,9.465504891793476,0.6818423627706143,-12.37391025597,9
1000SHIBUSDT,recent,1y,9.638368837080268,0.4279694601694908,-38.023683251895115,18
ADAUSDT,year,2024,190.86777462339435,3.7561818467493553,-18.085790741607077,5
ADAUSDT,year,2025,-24.80673035919716,-0.31901658506584,-45.6723889418931,20
ADAUSDT,year,2026,-9.098013286611174,-0.2191771017074988,-28.90179770979954,10
ADAUSDT,quarter,2024Q3,0.0,,0.0,0
ADAUSDT,quarter,2024Q4,190.86777462339435,4.610368269106323,-18.085790741607077,5
ADAUSDT,quarter,2025Q1,-28.56315252985999,-2.056939621513808,-36.376801255284796,6
ADAUSDT,quarter,2025Q2,-6.808865687898502,-0.510107239032226,-14.61037462751027,4
ADAUSDT,quarter,2025Q3,5.75230974808234,0.6796826774520313,-25.861366967814604,6
ADAUSDT,quarter,2025Q4,1.3416687213248624,0.33393728719086563,-17.166463399014496,4
ADAUSDT,quarter,2026Q1,-7.102181279689002,-0.5334450160222641,-22.44682462742449,5
ADAUSDT,quarter,2026Q2,-8.45696326305665,-2.189509502723981,-13.34586951415262,2
ADAUSDT,quarter,2026Q3,9.69967802196936,1.5293492083790474,-19.858774664144573,3
ADAUSDT,recent,1d,0.0,,0.0,0
ADAUSDT,recent,7d,-2.999994626398128,-7.221001117771491,-2.999994626398128,1
ADAUSDT,recent,1m,4.451203079663468,1.4181916036284183,-8.026052176195975,2
ADAUSDT,recent,3m,9.69967802196936,1.1031107749723108,-19.858774664144573,3
ADAUSDT,recent,6m,-14.694586084074391,-0.7880385386178781,-23.80079653653324,7
ADAUSDT,recent,1y,-30.12378733783213,-0.7184016129607524,-37.58295632738295,17
AVAXUSDT,year,2024,29.45953750005095,1.2867682342595308,-39.85577989254655,8
AVAXUSDT,year,2025,-9.099309622285713,0.15271187472460077,-51.32915342794454,22
AVAXUSDT,year,2026,-15.69473056004006,-0.3900461100513434,-28.885157527227136,16
AVAXUSDT,quarter,2024Q3,12.139120930847835,2.500075870299286,-8.695303245910214,1
AVAXUSDT,quarter,2024Q4,15.445472039935094,1.0790948946002483,-39.85577989254655,7
AVAXUSDT,quarter,2025Q1,28.294643591978218,1.7371291812730152,-15.165189628873833,6
AVAXUSDT,quarter,2025Q2,-8.06521740908963,-0.4167872676822053,-29.272138278255365,4
AVAXUSDT,quarter,2025Q3,-28.806927693319107,-2.0071651377300093,-44.00176334756677,8
AVAXUSDT,quarter,2025Q4,8.253281115695742,0.7701809445824545,-22.502444994676228,4
AVAXUSDT,quarter,2026Q1,5.964885630502348,0.7423066912064018,-15.024245337408937,6
AVAXUSDT,quarter,2026Q2,-1.4804608716743828,0.10408692600269098,-17.36214927973331,5
AVAXUSDT,quarter,2026Q3,-14.143375076486253,-3.095586665624018,-15.08675233930088,5
AVAXUSDT,recent,1d,-0.47798137706449584,,-0.47798137706449584,1
AVAXUSDT,recent,7d,-0.5974522716798436,-9.12925776109661,-0.5974522716798436,1
AVAXUSDT,recent,1m,-11.029405393137326,-2.9683193219926407,-15.08675233930088,4
AVAXUSDT,recent,3m,-5.417101950763725,-0.24064463123994936,-28.885157527227136,7
AVAXUSDT,recent,6m,-22.19986302068123,-0.9537141149501276,-28.885157527227136,13
AVAXUSDT,recent,1y,-14.363880396476015,-0.05324432761021037,-28.885157527227136,22
BCHUSDT,year,2024,-6.696651118747976,-0.04749587523858353,-27.920233667244666,9
BCHUSDT,year,2025,-57.00709684620347,-1.5191853465532703,-62.80814531637988,24
BCHUSDT,year,2026,-26.008220140955828,-1.0014514837545587,-36.78826704606942,15
BCHUSDT,quarter,2024Q3,-4.7154799012051445,-1.645379195614098,-8.575004623775694,1
BCHUSDT,quarter,2024Q4,-7.292844329408343,-0.12754552060034227,-25.646653230158524,8
BCHUSDT,quarter,2025Q1,-13.811810184292373,-1.0980189903486326,-22.0986807564612,5
BCHUSDT,quarter,2025Q2,8.174105613106587,0.8211732009781032,-23.98151133352532,6
BCHUSDT,quarter,2025Q3,-24.684389035862473,-2.6924941956422246,-27.192948274974384,7
BCHUSDT,quarter,2025Q4,-37.214470652850764,-3.9368251534362826,-37.214470652850764,6
BCHUSDT,quarter,2026Q1,-6.895192965667385,-0.24375666667693263,-19.77784554806895,8
BCHUSDT,quarter,2026Q2,-10.83684574319067,-1.815482679649076,-14.424889339815305,4
BCHUSDT,quarter,2026Q3,-6.436077171731247,-2.0006952626132355,-7.231522832510229,3
BCHUSDT,recent,1d,0.0,,0.0,0
BCHUSDT,recent,7d,0.0,,0.0,0
BCHUSDT,recent,1m,0.8574525367521568,0.5203192084370618,-4.09524789675687,1
BCHUSDT,recent,3m,-11.41408401308821,-1.8531004183471507,-15.779295796493509,3
BCHUSDT,recent,6m,-28.592250886596883,-2.1579348438209744,-31.357242511737084,11
BCHUSDT,recent,1y,-58.91151815005797,-1.9698599848871257,-59.26083713549131,25
BNBUSDT,year,2024,2.5455787972769706,0.3657532802410054,-15.516032792288126,5
BNBUSDT,year,2025,-49.04846929823048,-1.614807894197012,-59.01122382904662,23
BNBUSDT,year,2026,6.7969005279989725,0.5178170432461748,-20.115540055499935,12
BNBUSDT,quarter,2024Q3,4.901758866798711,1.915013028596752,-5.622154020323222,1
BNBUSDT,quarter,2024Q4,-2.2460825204213664,-0.01933233941267192,-15.516032792288126,4
BNBUSDT,quarter,2025Q1,-2.254132250320018,-0.040787736617921316,-13.939318231064524,6
BNBUSDT,quarter,2025Q2,-0.38751424646692456,0.05930603775368925,-10.967411651803294,5
BNBUSDT,quarter,2025Q3,-12.764732093906916,-1.2667672868226019,-31.669909003018148,6
BNBUSDT,quarter,2025Q4,-40.013578830498176,-4.344148892031191,-40.013578830498176,6
BNBUSDT,quarter,2026Q1,23.83990422047626,2.525112105702876,-7.258956387484828,4
BNBUSDT,quarter,2026Q2,-7.601639112494829,-1.6071307000309711,-15.829090103380327,4
BNBUSDT,quarter,2026Q3,-7.010625017308191,-3.318533716102662,-9.290065367562327,4
BNBUSDT,recent,1d,0.32268908534185403,,0.0,1
BNBUSDT,recent,7d,0.9194785762637991,2.0270078975668926,-2.227707987317873,1
BNBUSDT,recent,1m,0.6155024699832756,0.5383798394831785,-2.7688793264541434,2
BNBUSDT,recent,3m,-8.246234995160528,-1.893785339998741,-10.495386946968955,5
BNBUSDT,recent,6m,-13.489999479708592,-1.3668426074659965,-20.115540055499935,10
BNBUSDT,recent,1y,-52.65004261714481,-1.9674300408722534,-57.137551217357775,23
BTCUSDT,year,2024,37.313715464909336,2.519125668187356,-10.813297811114776,7
BTCUSDT,year,2025,-23.17738233333573,-0.8256443568338369,-33.41632741921197,20
BTCUSDT,year,2026,-0.48639188445637194,0.1327100955293741,-19.147961729385067,16
BTCUSDT,quarter,2024Q3,3.481466323768423,1.1677248777766418,-6.414270469600291,2
BTCUSDT,quarter,2024Q4,32.694017917457806,3.0149575490048526,-10.813297811114776,5
BTCUSDT,quarter,2025Q1,4.832231148628896,0.7214402133682557,-11.743598216551632,5
BTCUSDT,quarter,2025Q2,-10.21299154122256,-1.1781667821652162,-17.400450704393123,6
BTCUSDT,quarter,2025Q3,5.090569753663354,1.1024802394007571,-7.291093290359663,4
BTCUSDT,quarter,2025Q4,-22.33648834804136,-5.372964492590372,-23.10198973835975,5
BTCUSDT,quarter,2026Q1,-4.3158328489265045,-0.22198329856917542,-19.147961729385067,8
BTCUSDT,quarter,2026Q2,12.119610083439202,1.9536602549707331,-7.389174946960775,5
BTCUSDT,quarter,2026Q3,-7.4442807811560545,-3.1564390511116573,-9.826092241301666,3
BTCUSDT,recent,1d,0.0,,0.0,0
BTCUSDT,recent,7d,0.0,,0.0,0
BTCUSDT,recent,1m,-6.192454460017016,-6.6672933609133125,-6.192454460017016,2
BTCUSDT,recent,3m,6.598656609890918,1.2388541217568156,-11.072081090427844,4
BTCUSDT,recent,6m,-8.522303191807701,-0.5308083322672533,-18.288662923903786,12
BTCUSDT,recent,1y,-21.265390263288896,-0.7243602726688881,-31.361351657675907,23
DOGEUSDT,year,2024,35.274153296998236,1.659337258529666,-24.023841553002367,5
DOGEUSDT,year,2025,-26.640685806690833,-0.3126349456441966,-49.35086121639404,19
DOGEUSDT,year,2026,19.01608288202974,0.8519683614137098,-24.79378145732063,15
DOGEUSDT,quarter,2024Q3,6.094404365733896,1.3087606641630682,-9.595272226453421,2
DOGEUSDT,quarter,2024Q4,27.50357015123479,1.8040715309682818,-24.023841553002367,3
DOGEUSDT,quarter,2025Q1,9.158371397436206,1.0660312404576362,-13.633380954143492,3
DOGEUSDT,quarter,2025Q2,-22.82863751532368,-1.356860475541654,-28.22848039573862,5
DOGEUSDT,quarter,2025Q3,6.275858728625905,0.6965581886633012,-37.662039968503905,5
DOGEUSDT,quarter,2025Q4,-19.075275511248734,-2.0246916973633704,-30.398784223342822,6
DOGEUSDT,quarter,2026Q1,18.96219039732476,1.547641304116794,-20.834839260556805,7
DOGEUSDT,quarter,2026Q2,7.734800625768079,0.9922710062247124,-11.131596741977178,4
DOGEUSDT,quarter,2026Q3,-7.297725709281988,-2.045006898461454,-11.127595596140505,4
DOGEUSDT,recent,1d,-1.2863034464796974,,-1.2863034464796974,1
DOGEUSDT,recent,7d,-7.844313457827646,-12.51244726755217,-7.844313457827646,3
DOGEUSDT,recent,1m,-6.9600525678033875,-2.4222519669579565,-11.127595596140505,4
DOGEUSDT,recent,3m,-3.8745113745048188,-0.41542461866569513,-14.2168367517581,5
DOGEUSDT,recent,6m,-13.991897464021452,-0.6683640923706502,-20.19363720242684,11
DOGEUSDT,recent,1y,-18.421047910301404,-0.2523757558215842,-33.44485874754215,23
ETHUSDT,year,2024,24.175087699439214,1.5420924215874598,-16.471544584483976,7
ETHUSDT,year,2025,1.2797568880821952,0.2735647369428471,-35.52882696940212,23
ETHUSDT,year,2026,-14.980538741006132,-0.41967710943487235,-36.717109603338386,17
ETHUSDT,quarter,2024Q3,9.981537754683977,2.595130398299033,-6.864771649490398,1
ETHUSDT,quarter,2024Q4,14.874468414541319,1.3795752802078638,-16.471544584483976,6
ETHUSDT,quarter,2025Q1,3.7963069061559995,0.5517552823574384,-16.262923283261543,6
ETHUSDT,quarter,2025Q2,11.866961282985056,0.9646891107114458,-27.999534989800146,8
ETHUSDT,quarter,2025Q3,0.2070905572974846,0.2218604388530835,-28.668092702194503,6
ETHUSDT,quarter,2025Q4,-9.552050989353999,-1.5610085745236597,-10.226658478056516,3
ETHUSDT,quarter,2026Q1,-14.890633986719127,-0.9344529825089172,-30.63689389919776,10
ETHUSDT,quarter,2026Q2,11.091077510639957,1.5675147349799843,-13.561872453415946,4
ETHUSDT,quarter,2026Q3,-7.76695521510391,-1.911953128352079,-9.180000874548567,3
ETHUSDT,recent,1d,0.0,,0.0,0
ETHUSDT,recent,7d,0.0,,0.0,0
ETHUSDT,recent,1m,-5.717268139522713,-3.6604136270520127,-9.180000874548567,2
ETHUSDT,recent,3m,6.179085503514292,0.9059549911847105,-13.972841086819232,4
ETHUSDT,recent,6m,-22.02570119354502,-1.1108210917073158,-36.05127328107635,13
ETHUSDT,recent,1y,-41.908482102501466,-1.3083000571577494,-48.77780327290468,24
HBARUSDT,year,2024,-39.11691346130595,-1.9841650103138877,-47.062892132586164,8
HBARUSDT,year,2025,-45.23885495493679,-0.7958101299846573,-54.17617249827009,23
HBARUSDT,year,2026,-19.7747123232628,-0.7533086372193138,-42.0500620151988,13
HBARUSDT,quarter,2024Q3,6.716653626852298,1.4488458250807854,-8.3479082712984,1
HBARUSDT,quarter,2024Q4,-41.937830166455115,-3.06230927163613,-44.24170342288842,7
HBARUSDT,quarter,2025Q1,-32.969513221947544,-3.037965853215768,-42.855411007640384,6
HBARUSDT,quarter,2025Q2,-1.800569091838189,0.09296811696264097,-18.445248020206872,4
HBARUSDT,quarter,2025Q3,-11.913697651690768,-0.22265581079268137,-47.084048145544614,9
HBARUSDT,quarter,2025Q4,-5.836962244060806,-0.6304883768484182,-13.752491347466178,4
HBARUSDT,quarter,2026Q1,13.697967456992476,1.3957250656494562,-20.749531266199593,4
HBARUSDT,quarter,2026Q2,-18.991674005409887,-2.2077584423516763,-19.900005199439054,6
HBARUSDT,quarter,2026Q3,-12.161394219539623,-4.168772024998005,-12.161394219539623,3
